,property_name,society,property_type,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others,super_built_up_area,built_up_area,carpet_area
3509,2 BHK Flat in Sector 78 Gurgaon,umang monsoon breeze,flats,0.75,6053.0,1239.0,2,2,1,5.0,east,Undefined,0,0,0,0,0,0,0,,1239,1100
3510,3 BHK Flat in Nirvana Country,the close north,flats,3.0,11516.0,2605.0,3,3,3,14.0,north,old property,56,121,0,1,0,0,0,2605,,
3511,8 Bedroom House for sale in C Block Sushant Lok Phase 1,ansal,houses,1.85,308333.0,60.0,8,8,3,5.0,North-West,relative new,13,53,0,0,0,0,0,,,
3512,1 BHK Flat in Surat Nagar 1,zara aavaas,flats,0.2,6644.0,301.0,1,2,2,3.0,na,new property,0,0,0,0,0,0,0,,,301
3513,2 BHK Flat in Sector 65 Gurgaon,m3m heights,flats,1.99,15793.0,1260.0,2,2,2,26.0,na,Under Construction,0,0,0,0,0,0,0,1260,,
3514,3 BHK Flat in Sector 67 Gurgaon,m3m merlin,flats,2.9,14167.0,2047.0,3,3,3,0.0,west,relative new,64,49,0,0,0,0,1,2047,,
3515,3 BHK Flat in Sector 84 Gurgaon,ss almeria,flats,1.5,7500.0,2000.0,3,3,3,2.0,na,new property,0,108,0,1,0,0,0,2000,,1700
3516,3 BHK Flat in Sector 56 Gurgaon,kiran residency,flats,1.5,7500.0,2000.0,3,3,3,4.0,north,relative new,55,126,0,1,0,0,0,2000,1900,1800
3517,2 Bedroom House for sale in DLF Phase 4,independent,houses,1.39,11583.0,1200.0,2,2,1,3.0,North-East,old property,0,37,0,0,1,0,0,,1450,1200
3518,2 BHK Flat in Sector 36A Gurgaon,avl 36 gurgaon,flats,0.75,7500.0,1000.0,2,2,2,5.0,north-east,relative new,26,26,0,0,0,0,0,1000,,727
3519,3 BHK Flat in Sector 84 Gurgaon,ss almeria,flats,1.48,7400.0,2000.0,3,3,2,1.0,south-west,new property,86,139,0,1,1,0,0,2000,,1294
3520,5 Bedroom House for sale in Sector 14 Gurgaon,independent,houses,5.5,16975.0,3240.0,5,4,2,2.0,East,old property,0,27,1,0,0,0,0,,355,300
3521,2 BHK Flat in Sector 37D Gurgaon,signature global the millennia,flats,0.65,10906.0,596.0,2,2,3,0.0,na,new property,0,40,0,0,0,0,0,650,,596
3522,1 Bedroom House for sale in Sector 39 Gurgaon,independent,houses,1.8,21875.0,823.0,1,1,2,3.0,North-East,relative new,0,0,0,0,0,0,0,,800,720
3523,3 BHK Flat in Sector 111 Gurgaon,puri diplomatic greens,flats,2.65,11963.0,2215.0,3,4,3,19.0,south-east,relative new,21,65,1,1,1,1,0,2215,,
3524,3 BHK Flat in Sector 91 Gurgaon,tarc maceo,flats,1.4,7407.0,1890.0,3,3,3,7.0,north,relative new,0,76,0,0,0,0,0,1890,1700,1600
3525,2 BHK Flat in Sector 68 Gurgaon,m3m the marina,flats,1.0,12500.0,800.0,2,2,3,21.0,na,relative new,0,31,0,0,0,0,0,,,800
3526,8 Bedroom House for sale in Sector 17 Gurgaon,independent,houses,9.5,23457.0,4050.0,8,8,3,3.0,West,relative new,114,27,1,0,0,0,0,,500,450
3527,2 BHK Flat in Sohna,eldeco accolade,flats,0.96,6571.0,1461.0,2,2,3,14.0,east,relative new,9,151,1,0,0,0,0,1457,,849
3528,3 BHK Flat in Sector 56 Gurgaon,shri banke bihari society,flats,1.35,6750.0,2000.0,3,3,3,5.0,east,old property,34,82,0,0,0,0,1,2000,1800,1600
3529,4 Bedroom House for sale in DLF Phase 1,independent,houses,15.0,33333.0,4500.0,4,4,3,3.0,Na,relative new,48,36,0,1,1,0,0,,4500,
3530,9 Bedroom House for sale in Rattan Garden,rattan garden,houses,1.1,8730.0,1260.0,9,3,3,3.0,Na,old property,0,7,0,0,0,0,0,,,
3531,3 BHK Flat in Dwarka Expressway Gurgaon,hero homes,flats,1.6,7825.0,2045.0,3,3,3,1.0,na,new property,8,49,0,0,0,0,0,1689,,
3532,2 BHK Flat in Sector 89 Gurgaon,smart world gems,flats,0.88,7978.0,1103.0,2,2,0,2.0,na,Undefined,1,0,0,0,0,0,0,,1103,
3533,5 BHK Flat in Sector 110 Gurgaon,indiabulls enigma,flats,4.25,10953.0,3880.0,5,5,3,4.0,east,relative new,0,101,0,1,0,0,0,3880,,
3534,4 BHK Flat in Sector 72 Gurgaon,tata primanti,flats,3.19,12152.0,2625.0,4,5,3,20.0,north,relative new,70,159,0,1,0,0,0,2625,,
3535,3 BHK Flat in Sector 62 Gurgaon,emaar digihomes,flats,4.25,26562.0,1600.0,3,3,3,8.0,na,Under Construction,21,16,1,0,0,0,0,,,1600
3536,3 Bedroom House for sale in Rajendra Park,independent,houses,0.6,13333.0,450.0,3,3,0,3.0,Na,Undefined,0,0,0,0,0,0,0,,450,
3537,3 BHK Flat in Sector 88A Gurgaon,godrej oasis,flats,1.45,8082.0,1794.0,3,3,3,12.0,na,relative new,11,49,0,0,0,0,0,,,1794
3538,2 BHK Flat in Sohna,mvn athens,flats,0.25,5198.0,481.0,2,2,0,0.0,na,relative new,8,37,0,0,0,0,0,,481,
3539,3 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.3,6735.0,1930.0,3,3,3,10.0,south,relative new,46,129,0,1,0,1,0,1930,1929,1928
3540,2 BHK Flat in Sector 74 Gurgaon,m3m skywalk,flats,1.5,12500.0,1200.0,2,2,3,17.0,north-east,relative new,0,174,0,0,1,0,0,1400,1300,1200
3541,3 BHK Flat in Sector 102 Gurgaon,conscient heritage max,flats,2.15,10004.0,2149.0,3,4,3,18.0,south,relative new,41,134,1,1,0,0,0,2149,,
3542,8 Bedroom House for sale in South City 1,independent,houses,9.0,27778.0,3240.0,8,5,3,3.0,Na,old property,15,26,0,1,1,1,0,,,
3543,10 Bedroom House for sale in Rajiv Nagar,independent,houses,2.25,6944.0,3240.0,10,10,2,1.0,East,Undefined,1,0,0,0,0,0,0,,,360
3544,3 BHK Flat in Sector 76 Gurgaon,whiteland blissville,flats,1.92,11500.0,1670.0,3,3,2,2.0,na,Undefined,1,0,0,0,0,0,0,,1672,940
3545,2 Bedroom House for sale in Baldev Nagar,independent,houses,0.27,12000.0,225.0,2,2,1,2.0,North-East,relative new,7,12,0,0,0,0,0,,,
3546,3 BHK Flat in Sector 99A Gurgaon,pareena coban residences,flats,1.08,6625.0,1630.0,3,5,3,2.0,west,relative new,25,49,0,1,0,0,1,1997,1750,1630
3547,10 Bedroom House for sale in Sohna Road,independent,houses,0.95,8920.0,1065.0,10,10,3,3.0,Na,new property,8,0,0,0,0,0,0,,,
3548,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.54,9333.0,1650.0,3,3,3,12.0,north-east,relative new,0,61,0,1,0,0,0,1650,,1022
3549,3 BHK Flat in Sector 84 Gurgaon,spaze privy at,flats,1.35,9642.0,1400.0,3,3,3,7.0,south-east,relative new,0,90,0,0,0,1,0,1918,1750,1400
3550,4 Bedroom House for sale in Dhankot,independent,houses,0.7,9722.0,720.0,4,3,2,3.0,West,relative new,15,12,0,0,1,1,0,,,
3551,3 BHK Flat in Sector 103 Gurgaon,ansal estella,flats,1.5,8670.0,1730.0,3,3,3,6.0,na,under construction,0,58,0,0,0,0,0,1730,,1725
3552,3 BHK Flat in South City 1,unitech the palms,flats,2.75,16768.0,1640.0,3,3,2,14.0,na,old property,70,79,0,0,0,0,0,1640,,
3553,4 BHK Flat in Sector 82 Gurgaon,vatika independent floors,flats,1.45,8056.0,1800.0,4,3,0,1.0,na,Undefined,4,0,0,0,0,0,0,,1800,
3554,2 BHK Flat in Sohna,signature global park,flats,0.58,7056.0,822.0,2,2,2,3.0,na,Undefined,0,0,0,0,0,0,0,,822,600
3555,6 BHK Flat in Sector 10A Gurgaon,karmyogi apartment,flats,2.3,6467.0,3557.0,6,4,2,6.0,na,relative new,4,0,0,0,0,0,0,,,3556
3556,2 BHK Flat in Sohna,hcbs sports ville,flats,0.29,3970.0,730.0,2,2,1,4.0,na,Undefined,0,0,0,0,0,0,0,,743,519
3557,3 BHK Flat in Sector 83 Gurgaon,vatika lifestyle homes,flats,1.1,6267.0,1755.0,3,3,2,8.0,south,relative new,37,174,1,0,1,1,0,1755,,
3558,4 BHK Flat in Sector 113 Gurgaon,m3m capital,flats,2.87,12489.0,2298.0,4,4,3,3.0,north-east,Under Construction,37,65,0,1,0,0,0,,,2298
3559,5 Bedroom House for sale in DLF Phase 1,independent,houses,15.0,33200.0,4518.0,5,6,3,3.0,North,relative new,132,78,1,1,1,1,0,,,
3560,4 Bedroom House for sale in Sohna Road,independent,houses,1.2,22297.0,538.0,4,4,3,4.0,West,old property,31,8,0,0,0,0,0,,,
3561,4 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,5.6,11551.0,4848.0,4,6,3,8.0,north-east,relative new,46,168,0,1,0,0,0,4848,3655,
3562,3 BHK Flat in Sector 89 Gurgaon,smart world gems,flats,1.71,12000.0,1425.0,3,2,0,3.0,na,Undefined,1,0,0,0,0,0,0,,1423,
3563,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.78,8855.0,2010.0,4,4,2,10.0,north-east,relative new,64,156,0,0,0,1,0,2010,,
3564,4 BHK Flat in Sector 65 Gurgaon,emaar mgf emerald floors premier,flats,2.8,14177.0,1975.0,4,4,3,2.0,south,relative new,43,108,1,1,0,0,0,,,1975
3565,3 BHK Flat in Sector 56 Gurgaon,park view apartment,flats,1.74,7565.0,2300.0,3,3,3,2.0,south,old property,38,104,0,1,0,1,0,2450,2400,2300
3566,3 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,3.4,12134.0,2802.0,3,3,2,14.0,north-east,relative new,42,159,0,0,0,0,0,2802,2225,
3567,2 Bedroom House for sale in Sector 56 Gurgaon,huda plots,houses,2.95,20359.0,1449.0,2,2,2,1.0,North,relative new,16,31,0,0,0,0,0,,1000,
3568,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.9,9452.0,2010.0,4,4,2,0.0,south-west,relative new,0,49,0,0,0,0,0,2010,,
3569,4 BHK Flat in Sector 85 Gurgaon,ss,flats,2.14,7610.0,2812.0,4,4,3,6.0,north,relative new,30,49,1,1,0,1,0,2812,2300,2000
3570,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.3,10936.0,2103.0,3,3,3,19.0,east,relative new,85,49,1,1,0,1,1,2103,1617,1257
3571,9 Bedroom House for sale in Sector 55 Gurgaon,independent,houses,5.0,44444.0,1125.0,9,9,3,5.0,East,new property,243,44,0,0,0,0,1,,115,100
3572,4 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,1.0,4778.0,2093.0,4,4,3,9.0,na,Undefined,4,0,0,0,0,0,0,,2093,
3573,3 BHK Flat in Sector 39 Gurgaon,city heights,flats,1.75,8750.0,2000.0,3,4,3,3.0,na,old property,95,42,0,1,0,0,0,,,2000
3574,4 Bedroom House for sale in Sector 55 Gurgaon,independent,houses,2.8,18667.0,1500.0,4,4,0,2.0,Na,Undefined,0,0,0,0,0,0,0,,1500,
3575,3 BHK Flat in Sector 108 Gurgaon,sobha city,flats,2.6,15195.0,1711.0,3,3,2,11.0,south,new property,0,49,0,0,0,0,0,1711,,
3576,4 BHK Flat in Sector 109 Gurgaon,chintels paradiso,flats,1.97,7490.0,2630.0,4,4,2,11.0,north-east,relative new,35,49,0,1,0,1,0,2630,,
3577,3 BHK Flat in Sector 108 Gurgaon,experion the heartsong,flats,1.25,9259.0,1350.0,3,3,3,1.0,south-east,relative new,36,174,0,1,0,1,0,1758,1500,1350
3578,3 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.62,13974.0,1159.0,3,4,3,3.0,north,new property,0,100,0,1,0,0,0,,129,107
3579,4 Bedroom House for sale in DLF Phase 2,independent,houses,6.5,36111.0,1800.0,4,3,3,3.0,Na,relative new,37,19,1,0,0,1,0,,,
3580,4 Bedroom House for sale in Saraswati Enclave,independent,houses,0.45,8333.0,540.0,4,2,1,2.0,Na,relative new,0,0,0,0,0,0,0,,,
3581,2 BHK Flat in Sector 99A Gurgaon,laxmi apartment sector 99a gurgaon,flats,0.3,4615.0,650.0,2,2,1,4.0,na,new property,0,44,0,0,0,0,0,650,,550
3582,3 BHK Flat in Nirvana country Pocket H,unitech fresco,flats,1.85,11131.0,1662.0,3,3,3,0.0,na,Undefined,1,0,0,0,0,0,0,,1662,
3583,3 BHK Flat in Sector 59 Gurgaon,mahindra luminare,flats,5.8,19173.0,3025.0,3,4,3,16.0,north-east,new property,45,49,0,1,0,0,0,,,3025
3584,5 Bedroom House for sale in Madanpuri,independent,houses,1.15,8518.0,1350.0,5,3,2,2.0,North-East,old property,0,15,0,0,0,1,0,,,
3585,3 BHK Flat in Sector 83 Gurgaon,emaar palm gardens,flats,1.75,9210.0,1900.0,3,3,3,6.0,east,relative new,53,174,0,1,0,0,0,1900,1600,1240
3586,4 Bedroom House for sale in New Basti,independent,houses,0.63,7875.0,800.0,4,2,1,2.0,South-East,old property,0,7,0,0,0,0,1,,800,
3587,2 BHK Flat in Sector 99A Gurgaon,raheja vanya,flats,0.85,6789.0,1252.0,2,2,2,3.0,west,new property,0,43,0,0,0,0,0,1252,,
3588,2 Bedroom House for sale in Surat Nagar 1,shree krishna homes,houses,0.48,50000.0,96.0,2,2,1,1.0,North-East,new property,12,44,1,0,0,1,1,,795,720
3589,3 BHK Flat in Sector 92 Gurgaon,sare homes,flats,0.71,5354.0,1326.0,3,3,3,2.0,north-west,relative new,0,108,0,0,0,1,0,,,1326
3590,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,6.8,12593.0,5400.0,4,5,3,2.0,North-West,relative new,0,49,0,1,0,0,0,,,
3591,34 Bedroom House for sale in Manohar Nagar,manohar nagar,houses,5.6,12444.0,4500.0,34,34,3,4.0,Na,new property,87,0,0,0,0,0,0,,500,
3592,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.35,8181.0,1650.0,3,3,3,9.0,north-east,relative new,27,100,0,1,0,0,0,1650,,1022
3593,3 BHK Flat in Sector 109 Gurgaon,brisk lumbini terrace homes,flats,1.5,6616.0,2267.0,3,3,1,4.0,north,new property,0,37,0,1,0,0,0,,,2267
3594,2 BHK Flat in Sohna,breez global hill view,flats,0.35,6315.0,554.0,2,2,2,14.0,west,new property,0,53,0,0,0,0,0,,,554
3595,1 BHK Flat in Sector 71 Gurgaon,m3m sky lofts,flats,1.0,11500.0,870.0,1,1,1,9.0,na,Undefined,1,0,0,0,0,0,0,,869,435
3596,3 BHK Flat in Sector 65 Gurgaon,m3m golfestate,flats,6.1,18138.0,3363.0,3,3,3,19.0,north-east,relative new,81,174,1,1,0,0,0,3363,,2710
3597,2 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,0.95,10383.0,915.0,2,2,2,14.0,north-west,Undefined,1,0,0,0,0,0,0,,915,858
3598,3 BHK Flat in Sector 102 Gurgaon,conscient heritage max,flats,2.2,10237.0,2149.0,3,4,3,9.0,south-east,relative new,35,125,1,1,0,0,0,2149,,
3599,2 BHK Flat in Sector 79 Gurgaon,godrej aria,flats,1.3,8843.0,1470.0,2,2,2,7.0,na,relative new,29,116,1,0,0,0,0,1470,,
3600,12 Bedroom House for sale in Uppals Southend,uppal southend,houses,6.75,31915.0,2115.0,12,12,3,3.0,West,relative new,0,49,0,0,0,0,1,,,
3601,2 BHK Flat in Sohna,silverglades the melia,flats,0.78,5777.0,1350.0,2,2,3,9.0,na,under construction,23,72,1,0,0,0,0,1350,,
3602,4 BHK Flat in Sector 62 Gurgaon,pioneer araya,flats,9.2,19943.0,4613.0,4,6,3,5.0,south,relative new,66,156,0,1,0,1,0,4613,,3203
3603,2 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,1.28,10534.0,1215.0,2,2,3,10.0,east,relative new,0,49,0,0,0,0,0,1215,,
3604,3 BHK Flat in Sector 99A Gurgaon,pareena coban residences,flats,1.35,6761.0,1997.0,3,5,3,6.0,na,new property,0,60,0,1,0,0,1,1997,,
3605,2 BHK Flat in Sector 37C Gurgaon,imperia the esfera,flats,0.95,5703.0,1666.0,2,2,0,17.0,na,under construction,0,0,0,1,0,0,0,,1578,
3606,3 BHK Flat in IMT Manesar,dnha group housing society,flats,0.75,4518.0,1660.0,3,2,2,5.0,na,relative new,0,0,0,0,0,0,0,1660,,
3607,3 BHK Flat in Sector 67 Gurgaon,ireo victory valley,flats,2.99,11832.0,2527.0,3,3,3,4.0,east,relative new,33,37,0,1,0,0,0,2527,2200,2100
3608,4 BHK Flat in Sector 9A Gurgaon,railway officers rpf society,flats,1.25,6921.0,1806.0,4,3,3,1.0,na,old property,15,40,0,1,0,0,0,,,1806
3609,3 BHK Flat in Sector 37C Gurgaon,ild grand,flats,1.35,7142.0,1890.0,3,3,0,1.0,na,new property,1,0,0,0,0,0,0,,1820,
3610,8 Bedroom House for sale in Sector 46 Gurgaon,independent,houses,5.5,23061.0,2385.0,8,8,3,3.0,Na,relative new,50,32,1,0,0,0,1,,,
3611,3 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.65,8266.0,1996.0,3,3,3,2.0,na,Under Construction,0,37,0,1,0,0,0,,,1996
3612,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.4,8840.0,1584.0,3,3,2,1.0,north-east,relative new,0,95,0,0,0,0,0,1578,,
3613,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.23,7052.0,1744.0,3,3,2,19.0,north,relative new,0,6,0,0,0,0,1,1744,,
3614,3 BHK Flat in Sector 67 Gurgaon,m3m merlin,flats,3.4,14418.0,2358.0,3,4,3,16.0,north-west,relative new,94,174,0,1,0,0,0,2358,,1708
3615,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.38,8972.0,1538.0,3,3,1,12.0,east,relative new,0,157,0,0,0,0,0,1538,,
3616,4 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.95,5013.0,1895.0,4,5,3,13.0,north,Undefined,0,0,0,0,0,0,0,,1895,1500
3617,3 BHK Flat in Sector 54 Gurgaon,sunischit apartments,flats,1.75,7954.0,2200.0,3,3,3,6.0,north-east,relative new,50,126,0,1,0,0,0,2200,2100,2000
3618,3 BHK Flat in Sector 113 Gurgaon,la vida by tata housing,flats,2.78,10334.0,2690.0,3,4,3,5.0,north-east,relative new,1,174,0,1,0,0,0,2690,2350,2170
3619,3 BHK Flat in Sector 70 Gurgaon,shree vardhman victoria,flats,1.8,9230.0,1950.0,3,5,3,0.0,na,new property,20,72,0,0,0,0,0,,,1950
3620,3 BHK Flat in Sector-33 Sohna,central park flower valley,flats,2.15,13522.0,1590.0,3,3,3,1.0,na,new property,21,31,0,0,0,0,0,1590,,
3621,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.25,10553.0,2132.0,3,3,3,6.0,east,new property,97,168,0,1,0,0,0,2132,,
3622,4 Bedroom House for sale in Nirvana Country,independent,houses,10.45,38703.0,2700.0,4,5,2,3.0,North,relative new,37,142,1,1,0,1,0,,4000,
3623,2 Bedroom House for sale in New Colony,independent,houses,1.55,13889.0,1116.0,2,2,2,1.0,East,relative new,67,52,0,0,0,0,0,,,
3624,2 BHK Flat in Sector 107 Gurgaon,m3m woodshire,flats,0.82,6002.0,1366.0,2,2,3,7.0,north-east,relative new,0,111,0,0,0,0,0,1366,,
3625,16 Bedroom House for sale in Sushant Lok Phase 2,independent,houses,9.19,34037.0,2700.0,16,18,2,4.0,West,new property,61,49,0,1,0,1,0,,,
3626,2 BHK Flat in Sector 65 Gurgaon,m3m heights,flats,2.0,13957.0,1433.0,2,2,2,32.0,na,Undefined,0,0,0,0,0,0,0,,1433,1000
3627,2 BHK Flat in Sector 62 Gurgaon,emaar digihomes,flats,2.1,14254.0,1473.0,2,2,2,30.0,north,new property,60,52,0,1,0,0,0,1508,,
3628,4 BHK Flat in Sector 92 Gurgaon,sare homes,flats,0.8,4694.0,1704.0,4,4,3,1.0,north-east,relative new,8,77,0,0,0,0,0,,,1704
3629,2 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.5,5000.0,1000.0,2,2,3,2.0,na,relative new,0,38,0,0,0,0,0,1000,,
3630,3 BHK Flat in Sector 113 Gurgaon,tata gurgaon gateway,flats,2.45,10786.0,2271.0,3,3,3,8.0,north,relative new,0,110,0,0,0,0,0,2225,,
3631,2 BHK Flat in Sohna,breez global hill view,flats,0.35,5319.0,658.0,2,2,2,18.0,na,new property,9,15,0,0,0,0,0,,658,554
3632,3 BHK Flat in DLF Phase 5,dlf carlton estate,flats,2.0,14214.0,1407.0,3,3,2,5.0,south-west,relative new,24,65,0,0,0,0,0,1407,,
3633,4 BHK Flat in Sector 50 Gurgaon,elevate,flats,6.75,19882.0,3395.0,4,4,0,10.0,na,Undefined,1,0,0,0,0,0,0,,3395,
3634,3 BHK Flat in Sector 65 Gurgaon,emaar mgf emerald floors premier,flats,2.35,14242.0,1650.0,3,3,2,4.0,east,relative new,0,165,1,1,0,0,0,,1650,
3635,2 BHK Flat in Sector 37D Gurgaon,ramprastha the edge towers,flats,0.8,8888.0,900.0,2,2,3,10.0,south-east,relative new,0,166,0,0,0,0,1,1380,1310,900
3636,2 BHK Flat in Sector 67A Gurgaon,ireo the corridors,flats,1.4,9433.0,1484.0,2,2,2,8.0,north,relative new,0,90,1,0,0,0,1,1484,,860
3637,8 Bedroom House for sale in Surya Vihar,independent,houses,0.6,6173.0,972.0,8,3,2,3.0,Na,old property,17,0,0,0,0,0,0,,,
3638,2 BHK Flat in Sector 99A Gurgaon,pareena laxmi apartments,flats,0.32,6106.0,524.0,2,2,2,2.0,na,new property,0,50,0,0,0,0,0,524,,424
3639,2 BHK Flat in Sector 65 Gurgaon,m3m heights,flats,2.65,18492.0,1433.0,2,2,3,4.0,north-east,new property,26,38,1,0,0,0,0,1433,,
3640,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,6.3,9000.0,7000.0,4,5,3,2.0,West,relative new,122,122,0,0,0,0,0,,7000,4500
3641,3 BHK Flat in Sector 70 Gurgaon,shree vardhman victoria,flats,1.64,8384.0,1956.0,3,5,3,3.0,north,relative new,0,51,0,1,0,0,0,1950,,1161
3642,2 BHK Flat in Sector 47 Gurgaon,unitech uniworld gardens,flats,1.05,10531.0,997.0,2,2,2,3.0,north-east,relative new,20,34,0,0,0,0,0,,,997
3643,3 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,3.75,13383.0,2802.0,3,5,3,22.0,south-west,relative new,42,49,0,1,0,0,0,2802,,
3644,3 BHK Flat in Sector 86 Gurgaon,dlf the skycourt,flats,1.58,8190.0,1929.0,3,3,1,16.0,north,relative new,62,152,0,0,0,1,0,1929,1750,1450
3645,4 BHK Flat in Sector 52 Gurgaon,ardee city,flats,1.55,7381.0,2100.0,4,4,3,1.0,na,relative new,4,0,0,0,0,0,0,,2100,1600
3646,3 BHK Flat in Sector 109 Gurgaon,ats tourmaline,flats,1.75,10000.0,1750.0,3,3,3,4.0,na,new property,0,31,0,0,0,0,0,1750,1466,1460
3647,3 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,3.75,13383.0,2802.0,3,3,2,21.0,west,relative new,51,159,0,1,0,0,0,2802,2225,
3648,1 BHK Flat in Sector 36A Gurgaon,avl 36 gurgaon,flats,0.36,8990.0,400.0,1,1,1,7.0,west,relative new,30,95,0,0,0,0,0,406,,402
3649,3 BHK Flat in Sector 103 Gurgaon,indiabulls centrum park,flats,1.35,7541.0,1790.0,3,3,3,3.0,north-east,relative new,57,168,1,0,0,0,0,1790,,
3650,2 BHK Flat in Sohna,eldeco accolade,flats,0.78,5422.0,1439.0,2,2,2,7.0,north,relative new,23,137,1,0,0,0,0,1457,,
3651,10 Bedroom House for sale in South City 1,unitech palms south city 1,houses,9.35,28858.0,3240.0,10,10,3,4.0,North-East,relative new,46,70,1,1,0,0,0,,7500,6000
3652,3 BHK Flat in Sector 65 Gurgaon,m3m golfestate,flats,5.3,24211.0,2189.0,3,3,3,38.0,north-east,relative new,131,49,0,1,0,0,0,2850,,2189
3653,5 Bedroom House for sale in Laxmi Garden,independent,houses,0.95,7308.0,1300.0,5,3,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,1300,
3654,4 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.7,7223.0,2354.0,4,4,3,15.0,north-west,relative new,0,38,0,1,0,0,0,2215,,
3655,2 BHK Flat in Sohna,hcbs sports ville,flats,0.32,5517.0,580.0,2,2,1,7.0,na,new property,0,37,0,0,0,0,0,,,580
3656,3 BHK Flat in Sector 84 Gurgaon,alpha corp gurgaonone,flats,1.52,7904.0,1923.0,3,4,3,15.0,south,relative new,0,92,0,1,0,0,0,1923,,1500
3657,2 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.29,8206.0,1572.0,2,2,3,4.0,na,new property,0,0,0,0,0,0,0,1572,,
3658,1 Bedroom House for sale in Sector 108 Gurgaon,independent,houses,1.34,5000.0,2680.0,1,1,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,2680,
3659,4 BHK Flat in Gwal Pahari,paras quartier,flats,5.9,11028.0,5350.0,4,4,3,19.0,east,new property,44,160,1,1,1,1,0,5350,,
3660,5 Bedroom House for sale in Sector 11 Gurgaon,sai kripa floors 5,houses,0.9,11250.0,800.0,5,5,3,3.0,Na,relative new,0,0,0,0,0,0,0,,,
3661,3 BHK Flat in Sector 65 Gurgaon,m3m skycity,flats,3.0,16411.0,1828.0,3,3,3,17.0,east,Under Construction,0,99,0,0,0,0,0,1828,,
3662,1 Bedroom House for sale in Sector 3A Gurgaon,independent,houses,0.6,6000.0,1000.0,1,1,0,1.0,Na,Undefined,1,0,0,0,0,0,0,,1000,
3663,2 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,1.05,6163.0,1704.0,2,2,3,7.0,west,relative new,10,144,0,0,1,0,0,1671,,
3664,3 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.5,8255.0,1817.0,3,3,3,12.0,south-west,relative new,17,49,0,0,0,0,1,1811,,1560
3665,3 Bedroom House for sale in Sector 70A Gurgaon,independent,houses,2.1,35000.0,600.0,3,2,1,3.0,Na,new property,1,0,0,0,0,0,0,,,600
3666,3 BHK Flat in Sohna,signature global park,flats,0.85,7863.0,1081.0,3,2,2,4.0,east,new property,0,23,0,0,0,0,0,1081,1080,670
3667,2 BHK Flat in Sector 77 Gurgaon,umang winter hills,flats,1.0,7500.0,1333.0,2,2,2,3.0,na,new property,0,74,0,0,0,0,0,,,1340
3668,3 BHK Flat in Sector 84 Gurgaon,ss almeria,flats,1.48,7400.0,2000.0,3,3,2,1.0,south-west,new property,86,139,0,1,1,0,0,2000,,1294
3669,3 BHK Flat in Sector 37C Gurgaon,corona optus,flats,1.26,7250.0,1738.0,3,3,3,4.0,north-east,new property,0,28,0,0,0,0,0,1735,1400,965
3670,2 BHK Flat in Sector 79 Gurgaon,godrej,flats,1.34,8524.0,1572.0,2,2,3,2.0,north-west,relative new,0,158,1,0,0,0,0,1572,,
3671,3 BHK Flat in Sector 37C Gurgaon,corona optus,flats,1.43,7185.0,1990.0,3,3,3,2.0,north-west,relative new,0,49,1,1,0,0,1,1990,,1700
3672,3 BHK Flat in Sector 82A Gurgaon,dlf the primus,flats,1.59,10338.0,1538.0,3,3,3,5.0,north-east,relative new,76,167,0,0,0,0,1,1799,,1538
3673,4 BHK Flat in Sector 65 Gurgaon,emaar mgf emerald floors premier,flats,2.9,14683.0,1975.0,4,4,3,4.0,north-east,relative new,79,152,1,1,0,0,0,1975,,
