,property_name,society,property_type,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others,super_built_up_area,built_up_area,carpet_area
36,3 BHK Flat in Sector 9A Gurgaon,the new crpf apartments,flats,0.75,5813.0,1290.0,3,3,3,6.0,east,old property,0,31,0,0,0,1,0,,,1290
37,3 BHK Flat in Sector-33 Sohna,central park flower valley,flats,2.5,13270.0,1884.0,3,3,2,1.0,na,Undefined,1,0,0,0,0,0,0,,,1884
38,4 Bedroom House for sale in DLF Phase 2,independent,houses,6.5,36111.0,1800.0,4,4,3,2.0,North-East,relative new,25,61,1,1,1,1,0,,,
39,5 Bedroom House for sale in Sector 39 Gurgaon,independent,houses,5.15,14072.0,3660.0,5,5,0,1.0,Na,relative new,1,0,0,0,0,0,0,,340,
40,2 BHK Flat in Sector 68 Gurgaon,supertech hues,flats,0.93,8611.0,1080.0,2,2,2,11.0,na,Undefined,1,0,0,0,0,0,0,,,1080
41,2 BHK Flat in Sector 86 Gurgaon,pyramid urban homes 2,flats,0.41,8283.0,495.0,2,2,1,7.0,west,new property,0,49,1,1,0,1,1,,,501
42,2 BHK Flat in Sector 107 Gurgaon,signature global solera,flats,0.28,5623.0,498.0,2,2,2,14.0,north-west,relative new,8,38,0,0,0,0,0,,,489
43,2 BHK Flat in Sector 92 Gurgaon,signature global city 92,flats,0.78,7722.0,1010.0,2,2,3,2.0,na,Under Construction,17,24,0,0,0,0,1,1010,,700
44,4 Bedroom House for sale in Sector 48 Gurgaon,independent,houses,8.4,25926.0,3240.0,4,4,3,2.0,Na,old property,54,15,0,1,0,1,0,,,
45,3 BHK Flat in Sector 59 Gurgaon,mahindra luminare,flats,5.5,18181.0,3025.0,3,3,1,26.0,na,Under Construction,28,24,0,1,0,0,0,3025,,
46,3 BHK Flat in IMT Manesar,professional society,flats,0.75,3067.0,2445.0,3,4,3,3.0,east,relative new,12,21,0,1,0,0,0,,,2445
47,2 BHK Flat in Sector 112 Gurgaon,experion windchants,flats,2.5,13888.0,1800.0,2,2,3,10.0,east,relative new,39,174,1,0,0,1,0,2441,1939,1800
48,2 BHK Flat in Sector 86 Gurgaon,pyramid urban homes 2,flats,0.43,8582.0,501.0,2,2,1,6.0,north-east,new property,0,72,0,0,0,0,1,,,501
49,3 BHK Flat in Sector 109 Gurgaon,ats kocoon,flats,2.22,10596.0,2095.0,3,3,3,20.0,east,relative new,1,79,0,1,0,0,1,2095,,
50,4 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.67,7622.0,2191.0,4,4,3,11.0,west,relative new,61,149,0,0,0,0,0,2191,2091,1991
51,3 BHK Flat in Sector 65 Gurgaon,emaar mgf emerald floors premier,flats,2.4,14545.0,1650.0,3,3,3,3.0,east,relative new,93,49,1,1,0,0,0,1650,1600,1250
52,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.75,8883.0,1970.0,4,4,1,12.0,north-west,relative new,0,86,0,0,0,0,0,1970,,
53,5 Bedroom House for sale in DLF Phase 2,independent,houses,10.5,29022.0,3618.0,5,5,3,3.0,East,relative new,0,42,1,1,0,1,0,,,
54,4 BHK Flat in Palam Vihar,palam vihar society,flats,3.35,7444.0,4500.0,4,4,3,2.0,na,new property,5,66,1,0,0,0,0,,,4500
55,2 BHK Flat in Sector 89 Gurgaon,greenopolis,flats,0.8,6168.0,1297.0,2,2,2,6.0,south,under construction,0,44,0,0,0,0,0,,,1297
56,4 Bedroom House for sale in Begampur Khatola,independent,houses,0.7,3500.0,2000.0,4,4,0,2.0,East,Undefined,0,0,0,0,0,0,0,,,2000
57,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.26,7636.0,1650.0,3,3,2,12.0,north,relative new,0,8,0,0,0,0,1,1744,1650,
58,3 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.5,8282.0,1811.0,3,3,3,17.0,north-west,relative new,17,49,0,0,0,0,1,1811,,1570
59,3 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,1.08,6224.0,1735.0,3,3,2,11.0,north-east,relative new,0,19,0,0,0,0,1,1735,,
60,1 BHK Flat in Sector 2 Gurgaon,ansal api celebrity suites,flats,0.6,8163.0,735.0,1,1,1,5.0,north-east,relative new,28,67,0,0,0,0,0,735,,
61,3 BHK Flat in Sector 83 Gurgaon,vatika lifestyle homes,flats,1.3,4545.0,2860.0,3,3,1,6.0,north-west,relative new,25,79,0,0,0,0,0,2860,,
62,3 BHK Flat in Sector 79 Gurgaon,mapsko mount ville,flats,1.28,8557.0,1496.0,3,3,3,16.0,south,relative new,13,128,1,0,0,0,0,1490,,1063
63,4 BHK Flat in Sector 49 Gurgaon,bestech park view city,flats,3.0,12589.0,2383.0,4,4,3,5.0,north-east,relative new,28,141,0,1,0,1,0,2383,2200,2000
64,4 BHK Flat in Sector 84 Gurgaon,antriksh heights,flats,1.02,4868.0,2095.0,4,4,3,11.0,north,relative new,0,99,0,1,0,1,0,2095,,
65,7 Bedroom House for sale in Sushant Lok Phase 1,sushant lok 1 builder floors,houses,6.25,30728.0,2034.0,7,7,3,3.0,North,relative new,0,46,1,1,1,0,0,,,
66,12 Bedroom House for sale in Sushant Lok Phase 1,independent,houses,2.2,6875.0,3200.0,12,12,3,6.0,North,new property,288,50,0,1,0,0,0,,,
67,3 BHK Flat in Sector 113 Gurgaon,tata gurgaon gateway,flats,3.21,11825.0,2715.0,3,3,3,9.0,na,new property,0,49,0,0,0,0,0,2520,,
68,4 BHK Flat in Sector 85 Gurgaon,orris aster court premier,flats,1.49,5820.0,2560.0,4,5,3,10.0,east,relative new,44,84,0,1,0,0,0,2560,2017,1890
69,3 BHK Flat in Sector 4 Gurgaon,cancon enclave,flats,1.05,7777.0,1350.0,3,2,2,2.0,na,new property,25,0,0,0,0,0,0,,,1350
70,4 BHK Flat in Sector 56 Gurgaon,the lions cghs,flats,2.05,7884.0,2600.0,4,4,3,6.0,south,relative new,51,101,0,0,0,0,1,2600,2500,2400
71,5 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,7.0,12963.0,5400.0,5,6,2,2.0,West,relative new,0,154,0,1,0,0,0,,,
72,4 Bedroom House for sale in Sector 86 Gurgaon,dlf new town heights,houses,2.5,7058.0,3542.0,4,4,3,3.0,East,relative new,73,142,1,1,1,1,0,,,
73,2 BHK Flat in Sector 22 Gurgaon,ambience creacions,flats,1.99,15546.0,1280.0,2,2,2,9.0,north-east,new property,11,49,0,0,0,0,0,1380,1285,1280
74,2 BHK Flat in Sohna,gls arawali homes,flats,0.26,4513.0,576.0,2,2,2,5.0,east,new property,0,78,0,0,0,0,0,,,576
75,2 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.2,10909.0,1100.0,2,3,0,0.0,na,Undefined,0,0,0,0,0,0,0,,1100,
76,3 Bedroom House for sale in Nirvana Country,unitech espace,houses,7.5,34722.0,2160.0,3,3,2,2.0,West,relative new,73,66,0,1,0,0,0,,241,240
77,2 BHK Flat in Sector 85 Gurgaon,ss,flats,1.2,7151.0,1678.0,2,2,3,15.0,north-east,relative new,20,49,0,0,0,0,0,1671,1660,1650
78,3 BHK Flat in Sector 82A Gurgaon,dlf the primus,flats,1.85,10283.0,1799.0,3,3,3,2.0,south,relative new,76,44,0,0,0,0,0,1799,,1538
79,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.43,8886.0,1609.0,3,3,2,1.0,south-west,relative new,0,86,0,0,0,1,0,1608,,1039
80,3 Bedroom House for sale in Gandhi Nagar,independent,houses,1.45,8000.0,1812.0,3,2,1,1.0,North,relative new,0,0,0,0,0,0,0,,1800,900
81,3 Bedroom House for sale in Palam Vihar,ansals palam vihar,houses,2.75,17662.0,1557.0,3,3,3,2.0,Na,relative new,43,15,1,0,0,1,0,,,
82,4 BHK Flat in Gwal Pahari,paras quartier,flats,5.9,11028.0,5350.0,4,4,3,0.0,na,relative new,1,0,0,0,0,0,0,,5350,
83,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.76,8756.0,2010.0,4,4,2,6.0,north,relative new,13,108,0,0,0,0,0,2010,,
84,3 Bedroom House for sale in Sohna Gurgaon Road,independent,houses,0.82,3904.0,2100.0,3,2,1,1.0,North,Undefined,1,0,0,0,0,0,0,,,2100
85,4 BHK Flat in Sector 102 Gurgaon,conscient heritage max,flats,3.0,10489.0,2860.0,4,4,3,7.0,east,relative new,86,65,0,0,0,0,1,,,2860
86,2 BHK Flat in Sector 92 Gurgaon,sare crescent parc,flats,0.5,5000.0,1000.0,2,2,2,2.0,na,relative new,11,72,0,0,0,0,1,1000,,
87,4 BHK Flat in Sector 111 Gurgaon,puri diplomatic greens,flats,3.9,13000.0,3000.0,4,5,3,6.0,north-east,relative new,164,160,0,1,0,0,0,3000,,2950
88,3 BHK Flat in Sector 37C Gurgaon,ild grand centra,flats,0.95,5220.0,1820.0,3,1,0,0.0,na,Undefined,0,0,0,0,0,0,0,,1820,
89,10 Bedroom House for sale in Shivpuri,shivpuri,houses,2.4,8889.0,2700.0,10,5,3,2.0,North,old property,21,8,1,1,0,1,0,,,
90,4 BHK Flat in Sector 37D Gurgaon,bptp terra,flats,1.8,8215.0,2191.0,4,3,3,18.0,north-west,relative new,22,49,1,1,0,1,0,2191,,1860
91,3 BHK Flat in Sector 37D Gurgaon,ramprastha primera,flats,1.08,6000.0,1800.0,3,3,3,9.0,south,relative new,0,158,0,0,0,0,0,1800,1700,1600
92,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.13,6647.0,1700.0,3,3,3,8.0,north,relative new,25,72,0,0,0,0,1,1730,,
93,2 BHK Flat in Sector 70A Gurgaon,paras irene,flats,1.3,9219.0,1410.0,2,2,3,19.0,na,relative new,31,49,0,0,0,0,0,1420,,1410
94,3 BHK Flat in Sector 92 Gurgaon,sare green parc phase 3,flats,0.7,5279.0,1326.0,3,2,2,4.0,na,relative new,19,56,0,0,0,0,0,1326,1325,1320
95,3 BHK Flat in Sector 92 Gurgaon,signature global city 92,flats,0.99,6622.0,1495.0,3,2,3,1.0,east,new property,30,37,0,0,0,0,1,,,1495
96,2 Bedroom House for sale in Ashok Vihar Phase 3,independent,houses,0.5,5555.0,900.0,2,1,2,1.0,Na,old property,5,16,0,0,1,0,0,,,
97,4 BHK Flat in Sector 72 Gurgaon,tata primanti,flats,3.5,11428.0,3063.0,4,5,3,10.0,west,relative new,8,38,0,1,0,0,1,,2625,
98,4 BHK Flat in Sector 111 Gurgaon,puri diplomatic greens,flats,5.25,11666.0,4500.0,4,6,3,7.0,east,relative new,41,134,0,1,0,0,0,4500,,
99,2 BHK Flat in Sector 90 Gurgaon,shree vardhman flora,flats,0.7,5177.0,1352.0,2,2,3,9.0,east,new property,0,97,1,0,0,0,0,1352,,
100,3 BHK Flat in Sector 65 Gurgaon,emaar mgf emerald floors premier,flats,2.25,13636.0,1650.0,3,3,3,3.0,south,relative new,0,152,1,1,0,0,0,1650,,
101,2 BHK Flat in Sohna,kamal residence,flats,0.4,7633.0,524.0,2,2,1,0.0,north-east,new property,103,16,0,0,0,0,1,,,524
102,4 BHK Flat in Sector 62 Gurgaon,pioneer araya,flats,8.35,19513.0,4279.0,4,6,3,16.0,east,relative new,45,153,0,1,0,1,0,4279,,
103,4 Bedroom House for sale in Sector 6 Gurgaon,bhim nagar society,houses,0.4,2500.0,1600.0,4,2,2,1.0,East,Undefined,0,0,0,0,0,0,0,,1600,800
104,2 BHK Flat in Sector 76 Gurgaon,suncity avenue 76,flats,0.75,10204.0,735.0,2,2,2,11.0,na,Under Construction,0,0,0,0,0,0,0,735,,
105,3 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,1.25,8638.0,1447.0,3,4,3,0.0,north-west,old property,57,31,0,1,0,0,0,,,1447
106,3 BHK Flat in Adarsh Nagar,ss residency,flats,0.53,4818.0,1100.0,3,3,2,2.0,na,relative new,35,14,0,0,0,0,0,1100,,
107,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.25,10416.0,1200.0,3,3,3,18.0,north,relative new,0,100,0,1,0,0,0,1702,,1200
108,3 BHK Flat in Sector 67 Gurgaon,m3m merlin,flats,3.4,14418.0,2358.0,3,4,3,15.0,south,relative new,51,110,0,1,0,0,0,2358,,1900
109,2 BHK Flat in Sector 78 Gurgaon,umang monsoon breeze,flats,0.75,6053.0,1239.0,2,2,1,5.0,east,Undefined,0,0,0,0,0,0,0,,1239,1100
110,3 BHK Flat in Sector 102 Gurgaon,adani m2k oyster grande,flats,1.95,7561.0,2579.0,3,4,3,9.0,south,relative new,25,83,1,1,0,0,0,2579,,
111,2 BHK Flat in Sector 90 Gurgaon,shree vardhman flora,flats,0.75,5769.0,1300.0,2,2,3,8.0,north-east,Undefined,1,0,0,0,0,0,0,,,1300
112,3 Bedroom House for sale in Arjun Nagar,independent,houses,0.62,11273.0,550.0,3,1,0,2.0,Na,Undefined,0,0,0,0,0,0,0,,550,
113,3 BHK Flat in Sector 47 Gurgaon,unitech uniworld gardens,flats,2.4,11505.0,2086.0,3,3,3,10.0,na,relative new,66,120,0,1,0,0,0,2086,,
114,3 BHK Flat in Sector 66 Gurgaon,emaar mgf the palm drive,flats,3.0,15384.0,1950.0,3,3,2,12.0,east,relative new,0,96,0,1,0,0,0,1950,1720,1620
115,4 BHK Flat in Sector 81 Gurgaon,bestech spa signature,flats,4.45,10595.0,4200.0,4,4,3,8.0,south-west,relative new,98,49,1,1,0,1,1,4200,3850,3600
116,3 BHK Flat in Sector 74 Gurgaon,m3m skywalk,flats,2.2,10901.0,2018.0,3,3,3,12.0,na,new property,62,15,1,0,0,0,0,2018,,
117,3 BHK Flat in Sector 65 Gurgaon,emaar mgf emerald floors premier,flats,2.8,16969.0,1650.0,3,3,2,3.0,east,relative new,25,105,0,1,0,0,0,1650,,
118,3 BHK Flat in Sector 92 Gurgaon,sare homes,flats,0.6,5000.0,1200.0,3,2,3,4.0,na,relative new,18,49,0,0,0,0,0,,,1200
119,3 Bedroom House for sale in Laxman Vihar,huda ashok vihar phase,houses,0.7,10233.0,684.0,3,2,1,2.0,North-East,new property,0,7,1,0,0,0,0,,,
120,3 BHK Flat in Sector 103 Gurgaon,indiabulls centrum park,flats,1.33,8580.0,1550.0,3,3,3,8.0,east,relative new,15,150,1,0,0,0,0,1790,,1550
121,7 Bedroom House for sale in Sushant Lok Phase 1,ansal sushant lok plots,houses,11.5,17692.0,6500.0,7,8,3,3.0,Na,old property,74,31,0,1,1,1,0,,9000,6500
122,3 Bedroom House for sale in Sector 48 Gurgaon,vipul tatvam villa,houses,7.25,27971.0,2592.0,3,4,2,2.0,South,relative new,103,115,1,1,1,1,0,,,
123,4 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.85,9203.0,2010.0,4,4,2,14.0,north-east,relative new,29,157,0,0,0,0,0,2010,,
124,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.55,9822.0,1578.0,3,3,2,9.0,north-east,relative new,62,165,0,0,0,1,0,1578,,
125,2 Bedroom House for sale in Shivpuri,independent,houses,2.0,11111.0,1800.0,2,2,1,2.0,Na,relative new,2,0,0,0,0,0,0,,,
126,4 Bedroom House for sale in DLF Phase 3,independent,houses,2.6,24074.0,1080.0,4,4,3,4.0,Na,relative new,146,0,1,0,1,1,0,,,
127,3 BHK Flat in Sector 113 Gurgaon,la vida by tata housing,flats,3.05,11338.0,2690.0,3,4,3,15.0,north-east,new property,3,174,0,1,0,0,0,2690,2600,2240
128,3 Bedroom House for sale in Sushant Lok Phase 3,independent,houses,4.7,21759.0,2160.0,3,3,2,2.0,North,old property,0,43,0,1,0,0,1,,,
129,4 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,2.1,7467.0,2812.0,4,5,3,9.0,east,relative new,45,67,0,0,0,0,0,2812,,
130,2 BHK Flat in Sector 95 Gurgaon,ramsons kshitij,flats,0.33,3911.0,844.0,2,2,1,14.0,south,new property,21,79,0,0,0,0,1,767,,
131,3 BHK Flat in Sector 90 Gurgaon,dlf regal gardens,flats,1.17,6708.0,1744.0,3,3,3,15.0,north,relative new,59,136,0,0,0,0,0,1744,1630,1290
132,4 Bedroom House for sale in Sector 112 Gurgaon,experion windchants,houses,7.46,10260.0,7271.0,4,4,3,2.0,East,relative new,55,62,0,1,0,1,0,,6350,
133,2 BHK Flat in Sector 79 Gurgaon,supertech araville,flats,0.71,6061.0,1171.0,2,2,3,17.0,north,new property,21,53,0,0,0,0,1,1295,,1250
134,3 BHK Flat in Sector 67 Gurgaon,m3m merlin,flats,2.78,13580.0,2047.0,3,3,3,4.0,south-west,relative new,82,157,0,0,0,1,0,2047,,
135,3 BHK Flat in Sector 82A Gurgaon,dlf the primus,flats,2.2,10516.0,2092.0,3,3,3,16.0,north-east,relative new,86,174,0,1,0,0,0,2092,,
136,2 BHK Flat in Sector 71 Gurgaon,chd avenue,flats,0.95,7917.0,1200.0,2,2,0,5.0,south,Undefined,1,0,0,0,0,0,0,,1200,
137,3 BHK Flat in Dwarka Expressway Gurgaon,smart world one,flats,1.65,5933.0,2781.0,3,4,3,6.0,na,under construction,0,0,0,0,0,0,0,,,2785
138,3 Bedroom House for sale in Sector 46 Gurgaon,independent,houses,2.2,24202.0,909.0,3,3,2,3.0,North-West,old property,47,56,0,0,1,0,0,,,
139,2 BHK Flat in Sector 103 Gurgaon,ansal housing highland park,flats,0.88,6429.0,1369.0,2,2,3,3.0,na,new property,0,52,0,0,0,0,0,1361,,
140,5 Bedroom House for sale in Sector 67 Gurgaon,independent,houses,1.5,8642.0,1736.0,5,3,2,2.0,Na,new property,1,0,0,0,0,0,0,,,180
141,4 BHK Flat in Sector 82A Gurgaon,vatika sovereign next sector-82 a gurgaon,flats,2.91,6700.0,4343.0,4,4,3,6.0,east,under construction,13,79,1,1,1,0,0,4350,,3480
142,2 BHK Flat in Sector 70A Gurgaon,aipl club residences,flats,0.95,10215.0,930.0,2,2,1,11.0,north-east,new property,52,103,0,0,0,0,0,,930,730
143,5 Bedroom House for sale in DLF Phase 2,independent,houses,10.0,37037.0,2700.0,5,6,3,3.0,North,old property,55,64,0,1,1,0,0,,,
144,2 BHK Flat in Sector 104 Gurgaon,puri emerald bay,flats,1.32,8516.0,1550.0,2,2,2,10.0,north-east,relative new,31,128,0,0,0,0,0,1550,,
145,1 BHK Flat in Sector 63 Gurgaon,baani city center,flats,0.88,10945.0,804.0,1,1,2,4.0,na,Undefined,4,0,0,0,0,0,0,,804,600
146,3 BHK Flat in Sector 82 Gurgaon,mapsko casa bella,flats,0.86,8120.0,1059.0,3,3,3,5.0,south,relative new,20,120,1,0,0,0,0,1430,,1056
147,6 Bedroom House for sale in Uppals Southend,uppal southend,houses,3.75,25562.0,1467.0,6,6,3,3.0,East,relative new,0,49,0,0,0,0,1,,,
148,2 BHK Flat in Sohna,hcbs sports ville,flats,0.3,4011.0,748.0,2,2,2,3.0,na,Undefined,0,0,0,0,0,0,0,,743,621
149,2 BHK Flat in Sohna,mvn athens,flats,0.26,5397.0,482.0,2,2,1,5.0,na,relative new,23,95,0,0,0,0,0,,,481
150,8 Bedroom House for sale in Malibu Town,malibu towne,houses,8.81,27191.0,3240.0,8,6,3,3.0,East,relative new,65,27,1,1,0,0,1,,,
151,2 BHK Flat in Sector 85 Gurgaon,ss,flats,1.18,7170.0,1646.0,2,2,3,4.0,west,relative new,20,49,0,0,0,0,0,1640,1630,1620
152,2 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,1.26,10041.0,1255.0,2,2,2,10.0,north,relative new,0,108,0,0,0,0,0,1215,,
153,4 BHK Flat in Sector 70A Gurgaon,bptp pedestal,flats,1.9,9500.0,2000.0,4,3,3,2.0,east,new property,48,133,0,0,1,0,0,,,1900
154,4 BHK Flat in DLF Phase 5,dlf royalton tower,flats,6.5,20687.0,3142.0,4,4,3,9.0,na,relative new,0,7,0,1,0,0,0,2997,,
155,3 BHK Flat in Sector 69 Gurgaon,tulip violet,flats,1.68,10071.0,1668.0,3,3,2,0.0,west,relative new,0,157,0,0,0,0,0,1668,,
156,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.45,8787.0,1650.0,3,3,3,7.0,north-east,relative new,0,159,0,1,0,0,0,1650,,
157,5 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 2,houses,7.0,11240.0,6228.0,5,5,3,2.0,South,relative new,50,129,0,1,0,0,0,,,
158,4 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,3.25,11805.0,2753.0,4,4,3,11.0,north-west,relative new,0,28,0,1,0,0,0,2753,,
159,5 Bedroom House for sale in Sushant Lok Phase 1,independent,houses,8.5,31481.0,2700.0,5,5,3,3.0,West,relative new,62,113,0,1,0,0,0,,,
160,3 BHK Flat in Sector 61 Gurgaon,puri the aravallis,flats,3.9,33209.0,1174.0,3,4,3,33.0,south,Under Construction,0,158,0,1,0,0,0,,,1249
161,4 BHK Flat in Sector 60 Gurgaon,ireo skyon,flats,3.75,13392.0,2800.0,4,4,3,12.0,north,relative new,72,49,0,1,0,0,0,2800,2650,2350
162,3 BHK Flat in Sector 102 Gurgaon,emaar gurgaon greens,flats,1.52,9212.0,1650.0,3,3,3,7.0,north-west,relative new,57,137,0,1,0,0,0,1650,,1022
163,2 BHK Flat in Sector 107 Gurgaon,signature global solera,flats,0.29,5930.0,489.0,2,2,2,3.0,east,relative new,0,45,0,0,0,0,0,,,489
164,6 Bedroom House for sale in DLF Phase 1,independent,houses,19.0,42222.0,4500.0,6,8,3,3.0,East,relative new,121,103,1,1,1,1,0,,,
165,4 BHK Flat in Sector 83 Gurgaon,vatika gurgaon,flats,1.25,7812.0,1600.0,4,4,3,12.0,south-west,relative new,15,103,0,1,0,0,0,2390,,1600
166,2 BHK Flat in Sohna,hcbs sports ville,flats,0.2,2666.0,750.0,2,2,1,4.0,na,new property,0,15,0,0,0,0,0,750,743,600
167,3 BHK Flat in Sector 109 Gurgaon,ats kocoon,flats,1.75,10028.0,1745.0,3,3,3,10.0,north-east,relative new,105,49,0,0,0,1,0,1745,1550,1250
168,4 BHK Flat in Sector 1 Gurgaon,samadhan shri kamal cghs,flats,2.01,11426.0,1759.0,4,4,3,10.0,na,relative new,55,0,0,0,0,0,0,,,1760
169,3 Bedroom House for sale in Sector 4 Gurgaon,independent,houses,3.2,14222.0,2250.0,3,3,2,2.0,Na,old property,17,13,0,0,0,0,0,,,
170,3 BHK Flat in Sector 81 Gurgaon,dlf the ultima,flats,2.45,11491.0,2132.0,3,3,2,9.0,south-east,relative new,65,174,0,1,0,0,0,2132,1800,1500
171,2 BHK Flat in Sector 95A Gurgaon,signature the roselia,flats,0.41,6194.0,662.0,2,2,2,12.0,north,new property,23,90,1,0,0,0,0,,670,569
172,3 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.75,8768.0,1996.0,3,3,0,2.0,na,Undefined,0,0,0,0,0,0,0,,1996,
173,1 BHK Flat in Sohna,breez global heights,flats,0.26,6598.0,394.0,1,1,1,6.0,na,new property,0,26,0,0,0,0,0,,,394
174,3 BHK Flat in Sector 104 Gurgaon,ats triumph,flats,1.95,8515.0,2290.0,3,3,3,3.0,na,new property,20,69,0,1,0,0,0,,,2290
175,3 BHK Flat in Sector 108 Gurgaon,sobha city,flats,3.75,14938.0,2510.0,3,3,2,16.0,north-east,new property,2,77,0,1,0,0,0,2343,,
176,3 BHK Flat in Sector 85 Gurgaon,ss the leaf,flats,2.0,8305.0,2408.0,3,4,3,6.0,north,relative new,30,49,0,1,0,0,0,2408,2300,2200
177,4 BHK Flat in Sector 108 Gurgaon,experion the heartsong,flats,2.28,8204.0,2779.0,4,5,3,8.0,north,relative new,0,101,0,0,0,0,0,2779,,
178,6 Bedroom House for sale in Palam Vihar,independent,houses,4.95,20370.0,2430.0,6,5,3,3.0,West,relative new,0,91,0,1,0,0,0,,,
179,2 BHK Flat in Sohna,hcbs sports ville,flats,0.35,4.0,875000.0,2,2,2,8.0,na,relative new,46,44,0,0,0,0,0,,737147,
180,4 Bedroom House for sale in Surat Nagar 1,independent,houses,0.45,12162.0,370.0,4,4,2,4.0,North,relative new,91,7,0,0,0,0,0,,,1500
181,3 BHK Flat in Sector 56 Gurgaon,cghs vidya enclave,flats,1.7,10967.0,1550.0,3,2,3,6.0,na,old property,7,101,0,0,1,0,0,1600,,1550
182,3 BHK Flat in Sector 70 Gurgaon,shree vardhman victoria,flats,1.63,8358.0,1950.0,3,3,3,5.0,east,new property,20,49,0,1,0,0,1,1950,,1161
183,3 BHK Flat in Sohna,signature global park,flats,0.7,6071.0,1153.0,3,3,3,2.0,north,relative new,6,152,0,0,0,1,0,,,1153
184,2 BHK Flat in Sector 85 Gurgaon,godrej air,flats,1.05,10603.0,990.0,2,2,1,15.0,east,Under Construction,0,45,0,0,0,0,0,,97,92
185,4 Bedroom House for sale in Sector 109 Gurgaon,international city by sobha phase 1,houses,6.0,24691.0,2430.0,4,4,3,2.0,North-East,relative new,0,160,1,1,1,1,0,,,
186,5 Bedroom House for sale in Sector 108 Gurgaon,sobha city,houses,,,,5,1,0,1.0,Na,old property,0,0,0,0,0,0,0,,7331,
187,3 BHK Flat in Sector 83 Gurgaon,emaar palm gardens,flats,1.72,9052.0,1900.0,3,3,3,4.0,south,relative new,39,165,0,1,0,0,0,1900,1600,1240
188,4 Bedroom House for sale in C Block Sushant Lok Phase 1,independent,houses,5.75,29716.0,1935.0,4,4,2,2.0,North,old property,0,34,0,1,1,1,0,,,
189,3 BHK Flat in Palam Vihar,bestech park view residency,flats,1.51,7869.0,1919.0,3,4,3,7.0,south-west,relative new,27,84,0,1,0,0,0,1920,,
190,2 BHK Flat in Sector 102 Gurgaon,shapoorji pallonji joyville gurugram,flats,1.42,10380.0,1368.0,2,2,3,14.0,na,Undefined,0,0,0,0,0,0,0,,1368,
191,3 BHK Flat in Sector 71 Gurgaon,chd avenue,flats,1.1,6104.0,1802.0,3,4,3,3.0,south,relative new,0,26,0,1,0,0,0,1802,,
192,2 BHK Flat in Sector 111 Gurgaon,lotus homz,flats,0.7,10057.0,696.0,2,2,2,8.0,east,relative new,6,68,0,0,0,0,0,,,696
193,3 BHK Flat in Sector 89 Gurgaon,m3m soulitude,flats,1.28,8827.0,1450.0,3,3,2,4.0,na,Under Construction,0,114,1,0,0,0,0,,,1450
194,4 Bedroom House for sale in New Colony,independent,houses,8.0,22222.0,3600.0,4,5,3,1.0,North-East,old property,86,31,1,1,0,1,0,,,
195,3 BHK Flat in Sector-33 Sohna,godrej nature plus,flats,1.5,9677.0,1550.0,3,3,3,6.0,east,under construction,30,72,1,0,0,0,0,1550,,
196,4 BHK Flat in Sector 90 Gurgaon,dlf new town heights,flats,2.0,7334.0,2727.0,4,4,3,20.0,east,relative new,0,49,0,1,0,0,1,2727,,
197,3 BHK Flat in Sector 89 Gurgaon,tulip petals,flats,1.55,10000.0,1550.0,3,2,3,6.0,east,relative new,30,111,0,0,1,0,0,1550,,
198,3 BHK Flat in Sector-33 Sohna,central park flower valley aqua front towers,flats,1.7,9502.0,1789.0,3,3,3,12.0,na,under construction,14,24,0,0,0,0,0,1789,,
199,2 BHK Flat in Sector 86 Gurgaon,pyramid urban homes 2,flats,0.5,9615.0,520.0,2,2,1,10.0,na,relative new,0,15,0,0,0,0,0,,,520
200,3 Bedroom House for sale in Nirvana Country,unitech nirvana birch court,houses,11.95,36883.0,3240.0,3,3,2,1.0,West,relative new,14,101,1,1,0,0,0,,,
201,4 BHK Flat in Sector 102 Gurgaon,adani m2k oyster grande,flats,2.5,7817.0,3198.0,4,5,3,5.0,south,relative new,9,76,0,1,0,0,0,3198,,
