society,property_type,sector,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others
orchid petals,flats,sector 49,4.21,11835.0,3557.0,5.0,6.0,3.0,14.0,south-east,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
sukhshanti apartment,flats,sector 56,1.65,7006.0,2355.0,3.0,3.0,3.0,5.0,north,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
experion windchants,flats,sector 112,3.0,11538.0,2600.0,3.0,3.0,2.0,2.0,north,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
sobha city,flats,sector 108,2.45,14040.0,1745.0,3.0,3.0,3.0,15.0,west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
shree vardhman flora,flats,sector 90,1.25,4854.0,2575.0,4.0,4.0,3.0,10.0,east,relative new,unfurnished,high,1.0,0.0,0.0,1.0,0.0
sagar apartment,flats,sector 56,1.45,7250.0,2000.0,3.0,3.0,3.0,7.0,south,old property,unfurnished,high,1.0,1.0,0.0,1.0,1.0
raheja vedaanta,flats,sector 108,0.7,4522.0,1548.0,2.0,2.0,3.0,1.0,west,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf park place,flats,sector 54,6.75,24963.0,2704.0,4.0,4.0,2.0,8.0,north,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
cghs rail vihar,flats,sector 15,1.4,10769.0,1300.0,4.0,3.0,3.0,3.0,east,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global city 37d ph 2,flats,sector 37d,1.07,8237.0,1299.0,3.0,3.0,2.0,2.0,north-east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global orchard avenue,flats,sector 93,0.4,7359.0,544.0,2.0,2.0,2.0,11.0,na,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.75,15514.0,1128.0,3.0,3.0,3.0,1.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
kendriya vihar,flats,sector 56,0.47,7768.0,605.0,1.0,1.0,1.0,3.0,na,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
sare green parc phase 3,flats,sector 92,0.95,4856.0,1956.0,4.0,3.0,3.0,4.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global the millennia 3,flats,sector 37d,0.5,7142.0,700.0,3.0,3.0,2.0,2.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
tulip white,flats,sector 69,0.9,6787.0,1326.0,3.0,2.0,3.0,6.0,north-east,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
tata primanti,flats,sector 72,4.0,13769.0,2905.0,4.0,5.0,3.0,9.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
shree vardhman flora,flats,sector 90,0.85,4404.0,1930.0,3.0,4.0,3.0,3.0,south-east,relative new,unfurnished,mid,0.0,1.0,1.0,0.0,0.0
rof ananda,flats,sector 95,0.38,6919.0,549.0,2.0,2.0,1.0,4.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
luxury dlf city floors,houses,sector 26,8.25,45833.0,1800.0,12.0,12.0,3.0,4.0,North,new property,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
takshila heights sector 37 c,flats,new,0.67,5583.0,1200.0,2.0,2.0,2.0,3.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
supertech new soft launch,flats,sector 68,0.84,7119.0,1180.0,2.0,2.0,2.0,7.0,east,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
imperia the esfera,flats,sector 37c,0.99,5454.0,1815.0,3.0,5.0,3.0,5.0,north-west,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
ramprastha skyz,flats,sector 37d,1.1,6376.0,1725.0,3.0,3.0,3.0,7.0,east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf the arbour,flats,sector 63,7.8,19747.0,3950.0,4.0,4.0,0.0,6.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
godrej nature plus,flats,sector 33,1.27,9182.0,1383.0,2.0,2.0,3.0,9.0,west,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
mvn athens,flats,sohna road,0.26,5397.0,482.0,2.0,2.0,1.0,5.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
smart world orchard,flats,sector 61,2.1,13750.0,1527.0,3.0,2.0,3.0,3.0,south,under construction,unfurnished,high,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.41,10307.0,1368.0,2.0,2.0,3.0,0.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
tulip lemon,flats,sector 69,0.6,10000.0,600.0,2.0,1.0,1.0,12.0,na,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
unitech harmony,flats,sector 50,2.6,9590.0,2711.0,3.0,4.0,2.0,15.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,1.0
breez global hill view,flats,sohna road,0.35,5600.0,625.0,2.0,2.0,2.0,14.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ss the leaf,flats,sector 85,1.77,7350.0,2408.0,3.0,4.0,3.0,7.0,south-west,new property,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
signature global grand iva,flats,sector 103,0.23,6527.0,352.0,1.0,1.0,1.0,4.0,north-east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ss the leaf,flats,sector 85,1.91,5026.0,3800.0,4.0,6.0,3.0,6.0,north,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
vatika sovereign park,flats,sector 99,3.25,9672.0,3360.0,4.0,4.0,3.0,2.0,na,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
vatika the seven lamps,flats,sector 82,0.78,5932.0,1315.0,2.0,2.0,2.0,0.0,north-west,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
paras irene,flats,sector 70a,1.2,8450.0,1420.0,2.0,2.0,3.0,6.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
ireo the corridors,flats,sector 67a,1.8,14658.0,1228.0,3.0,3.0,3.0,6.0,north,new property,semifurnished,high,0.0,1.0,1.0,0.0,0.0
sbtl caladium,flats,sector 109,1.88,6153.0,3055.0,4.0,5.0,3.0,10.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,1.99,7297.0,2727.0,4.0,4.0,3.0,9.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
gls avenue 51,flats,sector 92,0.39,6077.0,642.0,3.0,3.0,3.0,6.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
supertech araville,flats,sector 79,1.1,5641.0,1950.0,3.0,3.0,3.0,1.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
tulip yellow,flats,sector 69,1.8,10563.0,1704.0,3.0,3.0,3.0,14.0,east,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
vatika inxt floors,flats,sector 82a,0.75,7500.0,1000.0,2.0,2.0,2.0,1.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
suposhaa smartworld orchard,flats,sector 61,2.25,14525.0,1549.0,3.0,3.0,2.0,3.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
signature global grand iva,flats,sector 103,0.5,6667.0,750.0,2.0,2.0,0.0,10.0,north,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sohna road,0.07,2525.0,277.0,1.0,1.0,0.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
bhagwati sadan,flats,sector 12,1.15,5750.0,2000.0,3.0,4.0,2.0,2.0,na,old property,semifurnished,mid,1.0,1.0,0.0,0.0,1.0
independent,houses,sector 43,14.0,39886.0,3510.0,9.0,9.0,3.0,4.0,North,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
dlf trinity towers,flats,sector 43,3.8,15510.0,2450.0,3.0,3.0,3.0,1.0,south-east,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
vatika gurgaon,flats,sector 83,0.83,6666.0,1245.0,2.0,2.0,2.0,12.0,north,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
ss the leaf,flats,sector 85,1.08,6585.0,1640.0,2.0,2.0,3.0,8.0,north-east,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
residency grand,flats,sector 52,5.0,9615.0,5200.0,5.0,5.0,3.0,2.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf the ultima,flats,sector 81,2.25,10755.0,2092.0,3.0,4.0,3.0,11.0,west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
vatika xpressions,flats,sector 88b,0.92,6815.0,1350.0,2.0,2.0,3.0,3.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 12,0.9,13333.0,675.0,4.0,4.0,0.0,2.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.9,10259.0,1852.0,3.0,3.0,3.0,15.0,north-east,new property,semifurnished,high,0.0,0.0,0.0,1.0,0.0
indiabulls enigma,flats,sector 110,3.49,10264.0,3400.0,4.0,5.0,3.0,7.0,north-west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 7,0.45,5000.0,900.0,3.0,2.0,1.0,2.0,North-West,old property,unfurnished,low,0.0,0.0,0.0,0.0,1.0
signature andour heights,flats,sector 71,0.37,8222.0,450.0,1.0,1.0,2.0,2.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
microtek greenburg,flats,sector 86,1.65,8707.0,1895.0,3.0,4.0,3.0,8.0,north-west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
m3m merlin,flats,sector 67,3.0,14655.0,2047.0,3.0,3.0,3.0,4.0,north-east,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
pivotal devaan,flats,sector 84,0.3,6666.0,450.0,1.0,1.0,1.0,14.0,na,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
parsvnath green ville,flats,sector 48,1.75,7201.0,2430.0,3.0,3.0,3.0,7.0,south,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ansals duplex flat,flats,sector 2,0.95,7307.0,1300.0,2.0,3.0,2.0,1.0,north-east,old property,semifurnished,low,1.0,0.0,0.0,0.0,0.0
ild greens,flats,sector 37c,0.9,5614.0,1603.0,3.0,3.0,3.0,0.0,north-east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
siddhartha apartment,flats,sector 95,1.1,4327.0,2542.0,4.0,3.0,3.0,9.0,north,relative new,unfurnished,low,0.0,1.0,0.0,0.0,1.0
sushant lok 1 builder floors,houses,sector 43,1.95,10077.0,1935.0,3.0,4.0,3.0,4.0,West,new property,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
ss the leaf,flats,sector 85,1.15,11966.0,961.0,2.0,2.0,3.0,20.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
sobha city,flats,sector 108,3.35,13266.0,2525.0,3.0,4.0,2.0,19.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf the arbour,houses,sector 63,8.5,21519.0,3950.0,4.0,4.0,3.0,27.0,Na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf royalton tower,flats,sector 43,6.5,22108.0,2940.0,4.0,5.0,2.0,8.0,west,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
ireo the grand arch,flats,sector 58,2.2,13480.0,1632.0,2.0,2.0,1.0,5.0,north-east,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
ireo the corridors,flats,sector 67a,1.5,11111.0,1350.0,2.0,2.0,2.0,10.0,na,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
signature global orchard avenue,flats,sector 93,0.4,5479.0,730.0,2.0,2.0,0.0,0.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,0.94,6881.0,1366.0,2.0,2.0,3.0,1.0,east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
mrg world ultimus,flats,sector 90,0.5,6983.0,716.0,2.0,2.0,2.0,1.0,north-east,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
kiran residency,flats,sector 56,1.55,7750.0,2000.0,3.0,3.0,3.0,5.0,north,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ild grand,flats,sector 37c,0.66,5038.0,1310.0,2.0,2.0,3.0,14.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
oriental valley chs,flats,sector 9a,1.5,9090.0,1650.0,4.0,3.0,3.0,8.0,na,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 4,0.61,100000.0,61.0,2.0,2.0,2.0,2.0,South-East,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
smriti apartment,flats,sector 56,0.52,10666.0,488.0,1.0,1.0,1.0,1.0,na,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
sare crescent parc,flats,sector 92,0.82,5384.0,1523.0,3.0,3.0,3.0,12.0,west,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
antriksh heights,flats,sector 84,0.9,4931.0,1825.0,3.0,3.0,3.0,11.0,south,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m heights,flats,sector 65,2.29,15980.0,1433.0,2.0,2.0,3.0,8.0,na,under construction,unfurnished,low,1.0,0.0,0.0,0.0,0.0
indiabulls enigma,flats,sector 110,4.49,11572.0,3880.0,5.0,5.0,3.0,4.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
sonata group housing gh 24,flats,manesar,1.65,5892.0,2800.0,4.0,3.0,3.0,8.0,na,new property,unfurnished,low,0.0,1.0,0.0,0.0,0.0
godrej,flats,sector 79,1.41,9000.0,1567.0,2.0,2.0,3.0,3.0,na,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
emaar mgf the palm drive,flats,sector 66,4.6,18400.0,2500.0,3.0,3.0,3.0,11.0,north,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
dlf new town heights,flats,sector 91,2.0,6967.0,2871.0,4.0,4.0,3.0,16.0,east,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
bptp astaire gardens,flats,sector 70a,1.8,9350.0,1925.0,3.0,3.0,3.0,3.0,north-west,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
unitech uniworld resorts,houses,sector 33,10.0,181818.0,550.0,5.0,6.0,3.0,4.0,North-East,new property,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
bptp astaire gardens,houses,sector 70a,6.5,27871.0,2332.0,4.0,4.0,3.0,2.0,North-East,new property,fullyfurnished,high,1.0,1.0,0.0,1.0,0.0
emaar imperial gardens,flats,sector 102,1.7,8395.0,2025.0,3.0,4.0,3.0,8.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
zara aavaas,flats,sector 104,0.22,7302.0,301.0,1.0,2.0,2.0,2.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m soulitude,flats,sector 89,1.33,16985.0,783.0,3.0,3.0,3.0,4.0,north-west,under construction,unfurnished,high,1.0,0.0,0.0,0.0,0.0
ild greens,flats,sector 37c,1.05,7500.0,1400.0,3.0,3.0,3.0,4.0,na,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
m3m skywalk,flats,sector 74,1.4,9831.0,1424.0,2.0,2.0,2.0,17.0,north-east,new property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 27,4.25,31481.0,1350.0,5.0,5.0,3.0,3.0,East,relative new,fullyfurnished,mid,0.0,1.0,0.0,1.0,0.0
independent,houses,sector 2,6.0,24691.0,2430.0,5.0,6.0,3.0,3.0,East,old property,fullyfurnished,mid,1.0,0.0,0.0,1.0,1.0
signature global synera,flats,sector 81,0.31,7434.0,417.0,1.0,1.0,1.0,13.0,north,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
spaze privvy the address,flats,sector 93,1.25,6900.0,1812.0,3.0,4.0,2.0,12.0,north-east,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,0.0
smart world gems,flats,sector 89,0.9,8145.0,1105.0,2.0,2.0,2.0,1.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sare crescent parc royal greens phase 1,flats,sector 92,0.65,4512.0,1441.0,3.0,3.0,3.0,1.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
godrej icon,flats,sector 88a,1.65,9041.0,1825.0,3.0,3.0,3.0,12.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf regal gardens,flats,sector 90,1.25,7167.0,1744.0,3.0,3.0,2.0,11.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
sushant lok 1 builder floors,houses,sector 43,13.0,48148.0,2700.0,3.0,3.0,3.0,4.0,North,new property,fullyfurnished,low,0.0,0.0,0.0,1.0,0.0
ats kocoon,flats,sector 109,2.15,10262.0,2095.0,3.0,4.0,3.0,9.0,north,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
shree vardhman flora,flats,sector 90,0.92,4717.0,1950.0,3.0,3.0,2.0,6.0,north,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
nagata group housing society,flats,sector 1,0.85,3695.0,2300.0,3.0,3.0,3.0,4.0,north,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
paras dews,flats,sector 106,1.0,7220.0,1385.0,2.0,2.0,3.0,2.0,north-east,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
dlf icon,flats,sector 43,5.8,20707.0,2801.0,4.0,4.0,3.0,18.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
pyramid urban homes 2,flats,sector 86,0.41,6905.0,594.0,2.0,2.0,1.0,3.0,west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
bestech park view residency,flats,sector 2,1.5,7825.0,1917.0,3.0,4.0,3.0,10.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
tulip ivory,flats,sector 70,2.0,8333.0,2400.0,4.0,5.0,3.0,7.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
bestech altura,flats,sector 79,1.9,8837.0,2150.0,3.0,4.0,3.0,11.0,north-east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
dlf city plots,houses,sector 26,18.0,39841.0,4518.0,6.0,6.0,2.0,3.0,North,old property,fullyfurnished,mid,0.0,1.0,0.0,1.0,1.0
independent,houses,sector 4,2.3,17014.0,1352.0,4.0,4.0,3.0,2.0,East,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 47,5.15,26615.0,1935.0,9.0,9.0,3.0,3.0,East,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
ansal api spanish court,houses,sector 2,2.9,18626.0,1557.0,4.0,4.0,3.0,2.0,North,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
pivotal devaan,flats,sector 84,0.34,7039.0,483.0,2.0,2.0,1.0,1.0,east,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 28,0.75,20833.0,360.0,7.0,4.0,3.0,4.0,Na,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
unitech greenwood city,flats,sector 45,2.4,12346.0,1944.0,3.0,3.0,2.0,1.0,north-west,new property,semifurnished,low,0.0,1.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.21,6227.0,1943.0,3.0,3.0,3.0,7.0,east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
cghs hewo apartments,flats,sector 31,1.25,11574.0,1080.0,2.0,2.0,2.0,2.0,na,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
gls arawali homes,flats,sohna road,0.28,4307.0,650.0,2.0,2.0,2.0,12.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
emaar digihomes,flats,sector 62,4.0,14871.0,2690.0,3.0,3.0,3.0,18.0,north,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
signature global park,flats,sohna road,0.87,7190.0,1210.0,3.0,2.0,3.0,4.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ansal housing highland park,flats,sector 103,2.0,7490.0,2670.0,4.0,5.0,3.0,14.0,na,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
pioneer araya,flats,sector 62,10.75,19500.0,5513.0,5.0,7.0,3.0,10.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
central park resorts,flats,sector 48,9.3,24926.0,3731.0,4.0,4.0,3.0,10.0,north-east,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
ansals florence villa,houses,sector 57,3.3,19820.0,1665.0,4.0,3.0,3.0,2.0,East,relative new,unfurnished,high,1.0,1.0,1.0,1.0,0.0
krishna appartment,flats,sector 12,0.35,3500.0,1000.0,3.0,3.0,1.0,2.0,na,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
signature global solera 2,flats,sector 107,0.37,6680.0,554.0,2.0,2.0,2.0,9.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
capital residences 360,flats,sector 70a,1.1,7586.0,1450.0,2.0,2.0,3.0,8.0,na,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
shree vardhman flora,flats,sector 90,0.8,5925.0,1350.0,2.0,3.0,2.0,0.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ansal api esencia,houses,sector 67,1.85,74000.0,250.0,3.0,3.0,3.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
project housing board colony,houses,sector 31,8.0,63492.0,1260.0,2.0,1.0,0.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
huda,houses,sector 38,3.5,24005.0,1458.0,3.0,2.0,3.0,2.0,East,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 57,8.31,24171.0,3438.0,5.0,6.0,3.0,4.0,North-East,old property,unfurnished,mid,1.0,1.0,1.0,1.0,0.0
emaar mgf palm hills,flats,sector 77,1.64,8410.0,1950.0,4.0,3.0,3.0,9.0,south,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
experion windchants,flats,sector 112,5.31,11204.0,4739.0,4.0,6.0,3.0,15.0,south,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
satya the hermitage,houses,sector 103,4.35,13501.0,3222.0,4.0,4.0,3.0,2.0,North,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
aardhya homesh,flats,sector 67a,1.85,8043.0,2300.0,4.0,4.0,0.0,4.0,east,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ats triumph,flats,sector 104,1.73,7554.0,2290.0,3.0,4.0,3.0,15.0,north-east,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.23,9111.0,1350.0,2.0,2.0,3.0,1.0,north-east,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 47,4.3,29311.0,1467.0,6.0,4.0,2.0,2.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
la vida by tata housing,flats,sector 113,1.65,10449.0,1579.0,3.0,2.0,2.0,3.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
central park flower valley,houses,sector 33,1.15,9349.0,1230.0,2.0,2.0,3.0,2.0,North,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 7,3.85,14650.0,2628.0,4.0,4.0,3.0,3.0,North-West,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
godrej,flats,sector 79,1.91,8511.0,2244.0,3.0,4.0,3.0,7.0,north-east,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
ireo the corridors,flats,sector 67a,1.8,9370.0,1921.0,3.0,3.0,2.0,3.0,north,new property,semifurnished,high,1.0,0.0,1.0,0.0,0.0
independent,houses,sector 3 phase 3 extension,1.0,6667.0,1500.0,1.0,1.0,0.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,2.04,14068.0,1450.0,3.0,3.0,3.0,1.0,south,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
signature global superbia,flats,sector 95,0.4,6728.0,595.0,2.0,2.0,3.0,2.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
raheja atlantis,flats,sector 31,5.5,18688.0,2943.0,4.0,5.0,3.0,1.0,north,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
micasa sec 68,flats,sohna road road,1.5,12244.0,1225.0,2.0,2.0,3.0,11.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ss radiance residency,flats,sector 12,0.6,5660.0,1060.0,3.0,3.0,2.0,3.0,north-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ireo victory valley,flats,sector 67,2.87,11903.0,2411.0,3.0,3.0,3.0,16.0,north-west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
sushant lok 1 builder floors,houses,sector 43,2.45,7756.0,3159.0,4.0,4.0,3.0,3.0,West,relative new,fullyfurnished,high,1.0,1.0,0.0,1.0,1.0
signature global city 63a,flats,sector 63a,1.65,15263.0,1081.0,2.0,2.0,2.0,1.0,na,under construction,semifurnished,low,0.0,0.0,0.0,0.0,0.0
signature global the millennia,flats,sector 37d,0.55,9166.0,600.0,2.0,2.0,3.0,3.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ambience creacions,flats,sector 22,1.75,12700.0,1378.0,2.0,2.0,2.0,11.0,na,under construction,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
pareena coban residences,flats,sector 99a,1.45,7260.0,1997.0,3.0,5.0,3.0,11.0,na,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
dlf the ultima,flats,sector 81,2.25,10553.0,2132.0,3.0,3.0,3.0,15.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
the laburnum,houses,sector 43,11.0,27160.0,4050.0,5.0,6.0,3.0,3.0,East,new property,fullyfurnished,high,0.0,1.0,0.0,1.0,0.0
vatika city,flats,sector 49,1.72,7818.0,2200.0,3.0,3.0,2.0,2.0,north-east,old property,semifurnished,high,0.0,0.0,0.0,0.0,0.0
ambience creacions,flats,sector 22,2.0,14492.0,1380.0,2.0,2.0,2.0,9.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 57,7.25,26852.0,2700.0,9.0,9.0,3.0,2.0,North-East,new property,fullyfurnished,mid,0.0,1.0,0.0,1.0,1.0
emaar mgf palm hills,flats,sector 77,1.9,9500.0,2000.0,3.0,4.0,3.0,6.0,south-west,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 7,0.9,10000.0,900.0,6.0,4.0,3.0,3.0,North-East,old property,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
