property_type,sector,price,area,bedRoom,bathroom,balcony,floor,agePossession,furnish,features,study room,servant room,store room,pooja room,others
flats,sector 104,0.65,763.0,3.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3,3.5,3800.0,1.0,1.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 63a,1.55,1049.0,2.0,2.0,2.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 81,2.26,2100.0,3.0,4.0,3.0,High Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 83,1.48,1900.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 104,1.95,920.0,3.0,5.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.24,324.0,1.0,1.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 48,8.2,3240.0,3.0,3.0,2.0,Low Floor,relative new,fullyfurnished,high,1.0,1.0,0.0,1.0,0.0
flats,sector 82,1.39,2168.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
houses,sector 109,8.75,3600.0,5.0,5.0,3.0,Mid Floor,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 14,2.2,1760.0,3.0,4.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.3,1818.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.65,1950.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 92,0.95,1950.0,4.0,3.0,3.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 111,3.4,2950.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 78,0.75,1239.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 50,3.0,2605.0,3.0,3.0,3.0,High Floor,old property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 43,1.85,60.0,8.0,8.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 104,0.2,301.0,1.0,2.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,1.99,1260.0,2.0,2.0,2.0,High Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 67,2.9,2047.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 84,1.5,2000.0,3.0,3.0,3.0,Low Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 56,1.5,2000.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 28,1.39,1200.0,2.0,2.0,1.0,Mid Floor,old property,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 36a,0.75,1000.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.48,2000.0,3.0,3.0,2.0,Low Floor,new property,semifurnished,high,0.0,1.0,1.0,0.0,0.0
houses,sector 14,5.5,3240.0,5.0,4.0,2.0,Low Floor,old property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 37d,0.65,596.0,2.0,2.0,3.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 39,1.8,823.0,1.0,1.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 111,2.65,2215.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
flats,sector 91,1.4,1890.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 68,1.0,800.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 17,9.5,4050.0,8.0,8.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.96,1461.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 56,1.35,2000.0,3.0,3.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 26,15.0,4500.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,1.0,0.0,0.0
flats,dwarka expressway,1.6,2045.0,3.0,3.0,3.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 89,0.88,1103.0,2.0,2.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 110,4.25,3880.0,5.0,5.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 72,3.19,2625.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 62,4.25,1600.0,3.0,3.0,3.0,Mid Floor,under construction,semifurnished,low,1.0,0.0,0.0,0.0,0.0
houses,sector 105,0.6,450.0,3.0,3.0,0.0,Mid Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 88a,1.45,1794.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.25,481.0,2.0,2.0,0.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.3,1930.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 74,1.5,1200.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 102,2.15,2149.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
houses,sector 41,9.0,3240.0,8.0,5.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,1.0,1.0,1.0,0.0
houses,sector 13,2.25,3240.0,10.0,10.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 76,1.92,1670.0,3.0,3.0,2.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 7,0.27,225.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 99a,1.08,1630.0,3.0,5.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
houses,sohna road road,0.95,1065.0,10.0,10.0,3.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.54,1650.0,3.0,3.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 84,1.35,1400.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 103,1.5,1730.0,3.0,3.0,3.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 41,2.75,1640.0,3.0,3.0,2.0,High Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 82,1.45,1800.0,4.0,3.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.58,822.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 10a,2.3,3557.0,6.0,4.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.29,730.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.1,1755.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,1.0,1.0,0.0
flats,sector 113,2.87,2298.0,4.0,4.0,3.0,Mid Floor,under construction,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 26,15.0,4518.0,5.0,6.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,1.0,1.0,1.0,0.0
houses,sohna road road,1.2,538.0,4.0,4.0,3.0,Mid Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 112,5.6,4848.0,4.0,6.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 89,1.71,1425.0,3.0,2.0,0.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.78,2010.0,4.0,4.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 65,2.8,1975.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 56,1.74,2300.0,3.0,3.0,3.0,Low Floor,old property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 112,3.4,2802.0,3.0,3.0,2.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 56,2.95,1449.0,2.0,2.0,2.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.9,2010.0,4.0,4.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 85,2.14,2812.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 81,2.3,2103.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
houses,sector 55,5.0,1125.0,9.0,9.0,3.0,Mid Floor,new property,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 92,1.0,2093.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 39,1.75,2000.0,3.0,4.0,3.0,Mid Floor,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 55,2.8,1500.0,4.0,4.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 108,2.6,1711.0,3.0,3.0,2.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 109,1.97,2630.0,4.0,4.0,2.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 108,1.25,1350.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 33,1.62,1159.0,3.0,4.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 25,6.5,1800.0,4.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,1.0,0.0,0.0,1.0,0.0
flats,sector 99a,0.3,650.0,2.0,2.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 59,5.8,3025.0,3.0,4.0,3.0,High Floor,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 7,1.15,1350.0,5.0,3.0,2.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,1.0,0.0
flats,sector 83,1.75,1900.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 99a,0.85,1252.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 104,0.48,96.0,2.0,2.0,1.0,Low Floor,new property,semifurnished,mid,1.0,0.0,0.0,1.0,1.0
flats,sector 92,0.71,1326.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
houses,sector 109,6.8,5400.0,4.0,5.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 102,1.35,1650.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 109,1.5,2267.0,3.0,3.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.35,554.0,2.0,2.0,2.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 71,1.0,870.0,1.0,1.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,6.1,3363.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 102,0.95,915.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,2.2,2149.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 79,1.3,1470.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
houses,sector 49,6.75,2115.0,12.0,12.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.78,1350.0,2.0,2.0,3.0,Mid Floor,under construction,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 62,9.2,4613.0,4.0,6.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
flats,sector 102,1.28,1215.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 99a,1.35,1997.0,3.0,5.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
flats,sector 37c,0.95,1666.0,2.0,2.0,0.0,High Floor,under construction,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,manesar,0.75,1660.0,3.0,2.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 67,2.99,2527.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 9a,1.25,1806.0,4.0,3.0,3.0,Low Floor,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 37c,1.35,1890.0,3.0,3.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 46,5.5,2385.0,8.0,8.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sector 33,1.65,1996.0,3.0,3.0,3.0,Low Floor,under construction,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 69,1.4,1584.0,3.0,3.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.23,1744.0,3.0,3.0,2.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 67,3.4,2358.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 69,1.38,1538.0,3.0,3.0,1.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.95,1895.0,4.0,5.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 54,1.75,2200.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 113,2.78,2690.0,3.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 70,1.8,1950.0,3.0,5.0,3.0,Low Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 33,2.15,1590.0,3.0,3.0,3.0,Low Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 81,2.25,2132.0,3.0,3.0,3.0,Mid Floor,new property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 50,10.45,2700.0,4.0,5.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,1.0,0.0
houses,sector 7,1.55,1116.0,2.0,2.0,2.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.82,1366.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 55,9.19,2700.0,16.0,18.0,2.0,Mid Floor,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 65,2.0,1433.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 62,2.1,1473.0,2.0,2.0,2.0,High Floor,new property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 92,0.8,1704.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.5,1000.0,2.0,2.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 113,2.45,2271.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.35,658.0,2.0,2.0,2.0,High Floor,new property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 43,2.0,1407.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 50,6.75,3395.0,4.0,4.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,2.35,1650.0,3.0,3.0,2.0,Mid Floor,relative new,unfurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 37d,0.8,900.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sector 67a,1.4,1484.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
houses,sector 21,0.6,972.0,8.0,3.0,2.0,Mid Floor,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 99a,0.32,524.0,2.0,2.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 65,2.65,1433.0,2.0,2.0,3.0,Mid Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
houses,sector 109,6.3,7000.0,4.0,5.0,3.0,Low Floor,relative new,fullyfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.64,1956.0,3.0,5.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 47,1.05,997.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 112,3.75,2802.0,3.0,5.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 86,1.58,1929.0,3.0,3.0,1.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 52,1.55,2100.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 109,1.75,1750.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 112,3.75,2802.0,3.0,3.0,2.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 36a,0.36,400.0,1.0,1.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 103,1.35,1790.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.78,1439.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
houses,sector 41,9.35,3240.0,10.0,10.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 65,5.3,2189.0,3.0,3.0,3.0,High Floor,relative new,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 11,0.95,1300.0,5.0,3.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.7,2354.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.32,580.0,2.0,2.0,1.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.52,1923.0,3.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 79,1.29,1572.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 108,1.34,2680.0,1.0,1.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,gwal pahari,5.9,5350.0,4.0,4.0,3.0,High Floor,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
houses,sector 11,0.9,800.0,5.0,5.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,3.0,1828.0,3.0,3.0,3.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3,0.6,1000.0,1.0,1.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,1.05,1704.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 37d,1.5,1817.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 70a,2.1,600.0,3.0,2.0,1.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.85,1081.0,3.0,2.0,2.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 77,1.0,1333.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.48,2000.0,3.0,3.0,2.0,Low Floor,new property,semifurnished,high,0.0,1.0,1.0,0.0,0.0
flats,sector 37c,1.26,1738.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 79,1.34,1572.0,2.0,2.0,3.0,Low Floor,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 37c,1.43,1990.0,3.0,3.0,3.0,Low Floor,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,1.0
flats,sector 82a,1.59,1538.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sector 65,2.9,1975.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 37d,0.68,580.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 81,2.5,2132.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 56,0.5,600.0,1.0,1.0,2.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,1.9,2325.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,1.0
flats,sector 113,1.5,1276.0,2.0,2.0,2.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,0.87,1578.0,2.0,3.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 82,1.0,1688.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 109,1.65,1550.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 28,6.2,2685.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 2,1.02,1415.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 91,3.6,2430.0,4.0,4.0,3.0,Low Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 9,1.1,200.0,4.0,3.0,1.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.45,750.0,3.0,3.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 49,3.75,1467.0,6.0,6.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 67a,1.3,1296.0,2.0,2.0,2.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 25,4.25,1350.0,3.0,2.0,3.0,Low Floor,old property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 113,3.35,2000.0,3.0,4.0,3.0,High Floor,new property,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 63a,2.0,1562.0,3.0,3.0,2.0,Low Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 67a,0.56,706.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.71,1447.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 77,2.1,2025.0,3.0,3.0,3.0,High Floor,new property,unfurnished,low,1.0,1.0,0.0,0.0,0.0
houses,sector 11,4.5,1800.0,16.0,16.0,3.0,Mid Floor,relative new,fullyfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.45,1480.0,3.0,2.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 48,2.7,2305.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 61,1.6,1150.0,2.0,2.0,2.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sector 111,2.65,1950.0,3.0,4.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 99,3.2,3225.0,4.0,4.0,0.0,Mid Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.2,1423.0,3.0,3.0,2.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.74,1230.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.5,645.0,3.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 56,1.5,2256.0,3.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,1.0,0.0
houses,sector 26,12.5,3240.0,5.0,5.0,3.0,Low Floor,old property,semifurnished,mid,1.0,1.0,1.0,1.0,0.0
