property_type,sector,price,area,bedRoom,bathroom,balcony,floor,agePossession,furnish,features,study room,servant room,store room,pooja room,others
flats,sector 56,1.55,2000.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 104,0.82,832.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 37d,0.8,1380.0,2.0,2.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 108,2.29,2779.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 83,1.1,1785.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 72,3.85,2905.0,4.0,5.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 92,1.07,2040.0,4.0,3.0,3.0,Mid Floor,under construction,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 36a,4.1,2645.0,3.0,4.0,3.0,High Floor,new property,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 9a,1.5,1850.0,4.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 57,3.65,3450.0,6.0,6.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 80,0.85,685.0,1.0,1.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sohna road,1.07,1730.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 49,2.5,1850.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,1.0,1.0,0.0
flats,sector 37d,0.8,1380.0,2.0,2.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 51,1.7,1596.0,3.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,1.0,1.0,0.0
houses,sector 25,13.5,3618.0,5.0,6.0,3.0,Mid Floor,old property,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 43,2.5,1935.0,3.0,3.0,2.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 69,0.8,763.0,1.0,1.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 109,9.4,3600.0,5.0,6.0,3.0,Low Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
houses,sector 17,3.5,160.0,6.0,6.0,3.0,Mid Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 11,0.9,900.0,7.0,4.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 71,0.59,700.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,gwal pahari,1.5,2003.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 108,1.2,1758.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 81,2.2,1966.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 49,1.79,1400.0,3.0,3.0,3.0,Mid Floor,old property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.35,576.0,2.0,2.0,2.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.46,1578.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
houses,sector 61,2.01,1546.0,3.0,3.0,3.0,Mid Floor,under construction,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 71,1.3,2350.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 76,3.35,1902.0,3.0,4.0,3.0,Mid Floor,under construction,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.42,531.0,2.0,2.0,1.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 49,4.4,2880.0,6.0,6.0,3.0,Mid Floor,relative new,fullyfurnished,mid,1.0,1.0,1.0,1.0,0.0
flats,sector 109,2.0,2630.0,4.0,4.0,2.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
houses,sector 12,0.53,363.0,4.0,4.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.5,1963.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 67,3.4,2358.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 81,1.35,1790.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 66,3.0,2100.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 86,2.5,3542.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sector 102,1.9,1889.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,low,1.0,0.0,1.0,1.0,0.0
houses,sector 23,1.2,1926.0,3.0,2.0,2.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.1,1103.0,3.0,1.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 86,0.9,1690.0,3.0,3.0,2.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 82a,2.95,2576.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 84,1.01,1750.0,3.0,3.0,2.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 3,0.92,603.0,4.0,1.0,0.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 36,0.85,750.0,3.0,2.0,3.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 71,1.4,1762.0,3.0,3.0,2.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 103,1.25,1940.0,3.0,3.0,3.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 33,1.1,1380.0,2.0,2.0,2.0,High Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.27,621.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.8,2000.0,4.0,5.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 79,1.3,1572.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 61,2.0,1700.0,3.0,3.0,3.0,High Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,1.05,2095.0,4.0,4.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 59,4.02,2297.0,3.0,3.0,1.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 111,0.6,710.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 37d,1.27,1570.0,3.0,3.0,3.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 69,1.75,1850.0,3.0,4.0,2.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 74,1.55,1124.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,1.0
flats,sector 107,0.8,1366.0,2.0,2.0,3.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 70a,1.4,1262.0,2.0,2.0,2.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 56,0.6,600.0,1.0,1.0,1.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 89,1.2,958.0,3.0,3.0,3.0,Mid Floor,under construction,unfurnished,high,0.0,0.0,1.0,1.0,0.0
flats,sector 104,0.82,832.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 65,2.79,1975.0,4.0,4.0,3.0,Low Floor,relative new,fullyfurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 70,1.13,1614.0,3.0,3.0,2.0,Low Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 65,1.42,1020.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 107,0.75,1366.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 56,2.45,3000.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
houses,sector 50,12.0,3240.0,5.0,6.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 109,1.6,2545.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 56,1.55,2250.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
houses,sector 47,8.5,1600.0,12.0,12.0,3.0,Mid Floor,new property,fullyfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.26,380.0,1.0,1.0,1.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.51,645.0,3.0,2.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
flats,sector 65,2.6,1650.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 102,1.75,1942.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 92,1.44,2037.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 2,5.0,4000.0,6.0,4.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 7,0.54,917.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 86,1.3,850.0,2.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 52,5.0,6500.0,5.0,7.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sohna road,0.54,750.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sohna road,0.26,576.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 2,1.51,1914.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 14,4.5,2250.0,5.0,5.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 65,3.2,3150.0,4.0,3.0,2.0,Low Floor,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sector 99a,0.27,446.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 69,1.36,1578.0,3.0,3.0,1.0,High Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 67,3.4,2358.0,3.0,4.0,3.0,High Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 25,13.5,7000.0,9.0,9.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 68,1.32,1507.0,2.0,2.0,3.0,High Floor,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sohna road,0.39,950.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 71,1.2,1620.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 69,1.5,1400.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 92,0.65,1417.0,3.0,3.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 104,0.4,569.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 112,5.49,4739.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 6,1.25,1080.0,5.0,5.0,1.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,1.0,0.0
houses,sector 81,4.35,5481.0,4.0,4.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,1.0,1.0,0.0,0.0
houses,sohna road,0.85,1120.0,3.0,2.0,2.0,Low Floor,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 14,6.5,2500.0,5.0,5.0,0.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 61,1.9,837.0,3.0,3.0,3.0,Low Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 43,8.44,5200.0,4.0,5.0,3.0,Mid Floor,relative new,fullyfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 83,1.8,1900.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
houses,sector 38,4.0,1836.0,6.0,6.0,3.0,Mid Floor,old property,fullyfurnished,high,1.0,1.0,0.0,1.0,1.0
houses,sector 11,1.35,3500.0,10.0,6.0,3.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 23,2.9,2500.0,4.0,4.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 70,2.35,2400.0,4.0,4.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 24,1.9,5018.0,10.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 82,1.4,1700.0,3.0,3.0,2.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 113,2.78,2450.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 69,1.4,1578.0,3.0,3.0,2.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 85,1.25,1741.0,2.0,2.0,3.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 26,17.0,4518.0,5.0,5.0,3.0,Low Floor,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
flats,sohna road,0.48,1099.0,2.0,2.0,2.0,High Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,0.7,1300.0,2.0,2.0,3.0,High Floor,new property,unfurnished,low,1.0,0.0,0.0,0.0,0.0
flats,sector 3 phase 2,0.4,900.0,3.0,2.0,1.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 81,0.75,1095.0,3.0,2.0,3.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 30,0.69,949.0,2.0,2.0,1.0,Mid Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 10a,0.9,1271.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 112,3.65,3194.0,3.0,5.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 30,3.55,2368.0,3.0,5.0,3.0,High Floor,old property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 67a,0.6,700.0,2.0,2.0,2.0,High Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.85,1572.0,3.0,3.0,0.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 92,0.65,1370.0,3.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 65,2.35,1650.0,3.0,3.0,3.0,Low Floor,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
flats,sector 36,0.42,531.0,2.0,2.0,1.0,Mid Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 30,0.85,661.0,2.0,2.0,1.0,Low Floor,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
houses,sector 5,0.8,900.0,2.0,2.0,1.0,Low Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.65,1950.0,3.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,1.0,0.0,0.0
flats,sector 79,1.45,1600.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
flats,sector 28,5.5,3764.0,4.0,5.0,3.0,Mid Floor,relative new,semifurnished,low,0.0,1.0,0.0,0.0,1.0
flats,sector 77,1.65,1950.0,4.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 85,2.6,2129.0,3.0,3.0,3.0,High Floor,under construction,unfurnished,low,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.95,1211.0,3.0,2.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 5,3.5,2367.0,5.0,4.0,2.0,Low Floor,old property,unfurnished,mid,0.0,0.0,0.0,1.0,1.0
flats,sector 79,0.95,1530.0,2.0,2.0,3.0,Mid Floor,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 89,1.05,1103.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
flats,sector 102,0.97,915.0,2.0,2.0,2.0,High Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 48,8.5,3240.0,4.0,4.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,1.0,1.0,1.0,0.0
flats,sector 68,1.0,1180.0,2.0,2.0,3.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 77,0.75,1342.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 102,1.6,1368.0,2.0,2.0,3.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.27,1000.0,2.0,2.0,0.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 109,1.4,1750.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,1.0,0.0,0.0
flats,sector 102,1.2,824.0,2.0,2.0,3.0,Low Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 37c,0.6,1304.0,2.0,2.0,3.0,Mid Floor,under construction,unfurnished,mid,1.0,0.0,0.0,1.0,0.0
houses,sector 4,0.5,540.0,5.0,3.0,2.0,Mid Floor,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 8,0.49,436.0,6.0,3.0,2.0,Mid Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 106,1.28,1760.0,3.0,4.0,3.0,High Floor,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 110,1.05,1550.0,2.0,2.0,3.0,Low Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 33,3.25,4328.0,4.0,4.0,3.0,High Floor,old property,fullyfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 109,1.6,1745.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 108,2.1,1503.0,2.0,2.0,2.0,Mid Floor,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 6,0.66,612.0,3.0,2.0,1.0,Low Floor,old property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 83,0.75,1340.0,3.0,3.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sohna road,0.73,1269.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,1.0,0.0
flats,sector 86,1.5,1929.0,3.0,3.0,1.0,High Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 83,1.75,1900.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.35,500.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 84,0.34,583.0,2.0,2.0,1.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
flats,sector 50,2.7,2605.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 68,1.25,1220.0,2.0,2.0,3.0,Mid Floor,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 28,2.3,1946.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
houses,sector 23,5.65,3191.0,7.0,7.0,3.0,Low Floor,relative new,unfurnished,mid,0.0,1.0,0.0,1.0,0.0
flats,sector 90,1.65,2903.0,4.0,4.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 95,0.45,980.0,2.0,2.0,1.0,Low Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,gwal pahari,5.25,5800.0,4.0,5.0,3.0,Low Floor,new property,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 61,2.2,1549.0,3.0,3.0,2.0,Mid Floor,new property,unfurnished,high,0.0,0.0,0.0,0.0,0.0
houses,sector 105,1.1,900.0,6.0,4.0,1.0,Low Floor,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 22,1.99,1380.0,2.0,2.0,2.0,Mid Floor,new property,semifurnished,low,1.0,1.0,0.0,1.0,0.0
flats,sector 68,1.1,1220.0,2.0,2.0,3.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 79,1.3,1351.0,2.0,4.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 113,1.32,1276.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 61,2.41,1630.0,3.0,3.0,3.0,Low Floor,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 7,2.8,2250.0,10.0,7.0,3.0,Low Floor,old property,fullyfurnished,low,1.0,1.0,0.0,1.0,1.0
flats,sohna road,0.53,830.0,2.0,2.0,2.0,Low Floor,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 92,1.0,2693.0,4.0,4.0,3.0,High Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
houses,sector 52,5.5,300.0,9.0,9.0,3.0,Mid Floor,relative new,fullyfurnished,mid,0.0,1.0,0.0,1.0,1.0
flats,sector 88b,0.92,1250.0,2.0,2.0,2.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
houses,sector 38,3.9,1836.0,6.0,6.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
flats,sector 60,3.75,2800.0,4.0,5.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 65,2.65,1650.0,3.0,3.0,3.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 81,0.48,568.0,2.0,2.0,1.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
flats,sector 90,1.3,2475.0,4.0,5.0,2.0,Mid Floor,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
flats,sector 103,1.12,1991.0,3.0,4.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
houses,sector 49,3.75,1467.0,6.0,6.0,3.0,Mid Floor,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
flats,sector 109,1.2,1880.0,3.0,2.0,2.0,Mid Floor,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
flats,sector 107,0.5,650.0,2.0,2.0,1.0,High Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 3 phase 3 extension,0.75,130.0,2.0,2.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 70,1.64,1950.0,3.0,5.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 104,2.6,3150.0,4.0,4.0,3.0,High Floor,relative new,unfurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 72,3.3,2145.0,3.0,3.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 63,3.25,1100.0,3.0,3.0,3.0,Mid Floor,new property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
flats,sector 81,4.5,4200.0,4.0,6.0,3.0,High Floor,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sector 7,0.36,700.0,2.0,2.0,1.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
flats,sector 85,2.0,1685.0,3.0,4.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 61,3.87,2250.0,3.0,4.0,3.0,High Floor,under construction,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
flats,sohna road,0.67,1210.0,2.0,2.0,3.0,Mid Floor,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
flats,sector 85,1.2,970.0,2.0,2.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,1.0,1.0,0.0,0.0
houses,sector 50,11.5,3240.0,5.0,6.0,0.0,Low Floor,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
houses,sector 47,5.25,4500.0,9.0,9.0,3.0,Mid Floor,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
flats,sector 9a,0.94,1550.0,3.0,3.0,2.0,Mid Floor,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
